	index	User_ID	Anime_ID	Feedback
23344	160142	1819	923	7
23346	160151	1819	2776	7
23347	160156	1819	424	7
23358	160219	1821	152	7
23378	160333	1822	67	7
23387	160408	1822	400	7
23426	160728	1827	34	7
23432	160751	1827	1881	7
23442	160798	1827	1882	7
23460	160914	1827	1090	7
23464	160949	1827	1100	7
23470	160991	1827	1370	7
23475	161035	1827	184	7
23482	161075	1827	226	7
23509	161319	1834	18	7
23542	161453	1838	447	7
23544	161467	1838	2287	7
23549	161523	1838	9	7
23550	161529	1838	793	7
23551	161549	1838	564	7
23558	161622	1838	201	7
23559	161638	1838	551	7
23560	161641	1838	1610	7
23566	161686	1838	981	7
23570	161708	1838	286	7
23577	161743	1840	563	7
23578	161745	1840	819	7
23582	161800	1843	568	7
23584	161807	1843	1494	7
23589	161817	1843	620	7
23605	161945	1844	447	7
23609	161975	1844	141	7
23623	162070	1845	616	7
23626	162088	1845	5199	7
23632	162125	1845	3252	7
23635	162135	1845	1781	7
23636	162152	1845	5313	7
23639	162158	1845	3212	7
23641	162160	1845	1787	7
23644	162167	1845	6440	7
23647	162179	1845	709	7
23649	162186	1845	6442	7
23654	162202	1845	397	7
23655	162206	1845	1804	7
23656	162225	1845	563	7
23657	162227	1845	802	7
23659	162239	1845	2084	7
23660	162244	1845	2458	7
23665	162275	1846	1628	7
23666	162277	1846	1037	7
23669	162288	1846	1277	7
23671	162303	1846	560	7
23683	162416	1846	152	7
23707	162625	1848	682	7
23728	162848	1850	504	7
23731	162882	1850	261	7
23739	162960	1853	27	7
23748	163027	1853	564	7
23758	163137	1856	67	7
23766	163216	1856	152	7
23768	163236	1856	504	7
23772	163266	1856	286	7
23784	163347	1860	36	7
23788	163354	1860	1881	7
23791	163372	1860	1882	7
23799	163400	1860	1169	7
23808	163457	1860	2079	7
23810	163468	1860	2650	7
23812	163475	1860	2226	7
23815	163505	1860	2083	7
23834	163681	1860	2809	7
23837	163694	1860	1302	7
23872	163880	1862	2013	7
23873	163881	1862	1905	7
23874	163882	1862	1906	7
23879	163910	1863	679	7
23880	163917	1863	835	7
23900	164046	1864	4225	7
23901	164052	1864	658	7
23902	164062	1864	4259	7
23903	164065	1864	4203	7
23907	164080	1864	679	7
23917	164118	1864	714	7
23918	164123	1864	4325	7
23923	164149	1864	2958	7
23929	164187	1864	2625	7
23938	164224	1864	2082	7
23939	164229	1864	807	7
23940	164230	1864	808	7
23945	164275	1864	1592	7
23948	164284	1864	2751	7
23961	164358	1866	32	7
23963	164373	1866	1275	7
23966	164376	1866	1336	7
23967	164378	1866	1054	7
23968	164387	1866	560	7
23971	164399	1866	1943	7
23972	164400	1866	705	7
23984	164505	1869	60	7
23994	164584	1870	68	7
23996	164601	1870	3644	7
23998	164629	1872	19	7
24004	164771	1873	152	7
24011	164878	1876	596	7
24012	164884	1876	1040	7
24014	164893	1876	2038	7
24017	164916	1876	699	7
24027	165007	1876	517	7
24029	165035	1876	2084	7
24034	165071	1876	1409	7
24042	165144	1876	504	7
24049	165208	1876	226	7
24052	165216	1876	1844	7
24055	165224	1876	1849	7
24059	165254	1876	981	7
24060	165255	1876	1861	7
24061	165256	1876	2159	7
24065	165272	1876	988	7
24066	165275	1876	1865	7
24070	165311	1876	1701	7
24075	165332	1876	1453	7
24080	165382	1881	9	7
24082	165397	1882	596	7
24093	165434	1882	400	7
24098	165475	1882	1846	7
24103	165505	1883	596	7
24109	165549	1883	61	7
24124	165662	1884	1509	7
24130	165692	1884	517	7
24138	165783	1884	227	7
24139	165789	1884	1849	7
24148	165862	1885	699	7
24150	165872	1885	9	7
24151	165901	1885	218	7
24152	165902	1885	552	7
24153	165911	1885	1426	7
24159	165928	1886	31	7
24160	165929	1886	32	7
24161	165931	1886	613	7
24167	165968	1886	400	7
24168	165979	1886	827	7
24169	165984	1886	564	7
24171	166000	1886	1370	7
24175	166038	1886	504	7
24176	166045	1886	1832	7
24178	166052	1886	200	7
24182	166077	1886	227	7
24183	166082	1886	1849	7
24186	166105	1886	1426	7
24188	166122	1887	88	7
24191	166144	1888	17	7
24198	166194	1888	152	7
24199	166197	1888	172	7
24201	166234	1889	658	7
24202	166259	1889	88	7
24206	166275	1889	376	7
24242	166505	1897	2299	7
24243	166513	1899	622	7
24252	166582	1900	2002	7
24255	166611	1900	552	7
24257	166624	1901	19	7
24264	166728	1904	2038	7
24304	167050	1906	552	7
24306	167069	1906	1849	7
24307	167073	1906	1668	7
24308	167082	1906	253	7
24309	167099	1906	981	7
24310	167100	1906	1425	7
24315	167142	1906	1308	7
24317	167157	1906	1623	7
24318	167159	1906	1453	7
24334	167256	1908	1037	7
24335	167260	1908	658	7
24336	167262	1908	60	7
24337	167268	1908	543	7
24342	167297	1909	17	7
24343	167307	1909	596	7
24349	167336	1909	629	7
24352	167339	1909	632	7
24354	167341	1909	1878	7
24365	167405	1909	709	7
24370	167445	1909	9	7
24373	167452	1909	779	7
24376	167470	1909	400	7
24389	167559	1909	935	7
24392	167576	1909	2815	7
24397	167602	1909	269	7
24399	167612	1909	1157	7
24405	167642	1910	3856	7
24408	167669	1910	598	7
24416	167700	1910	1553	7
24419	167711	1910	5947	7
24424	167722	1910	4452	7
24425	167723	1910	5769	7
24426	167724	1910	4453	7
24428	167726	1910	6216	7
24432	167730	1910	6221	7
24433	167732	1910	6222	7
24434	167734	1910	6224	7
24435	167740	1910	2507	7
24439	167761	1910	2102	7
24445	167777	1910	2560	7
24447	167779	1910	2562	7
24451	167786	1910	1795	7
24459	167819	1910	400	7
24463	167830	1910	141	7
24466	167835	1910	2107	7
24467	167848	1910	879	7
24476	167926	1912	227	7
24486	167988	1913	504	7
24493	168004	1915	32	7
24494	168007	1915	1207	7
24495	168012	1915	672	7
24497	168018	1915	4375	7
24502	168044	1915	2655	7
24505	168053	1915	129	7
24506	168068	1915	877	7
24509	168087	1919	19	7
24513	168107	1919	61	7
24516	168120	1919	9	7
24518	168141	1919	376	7
24519	168147	1919	1409	7
24526	168238	1920	1882	7
24527	168243	1920	682	7
24533	168334	1920	424	7
24534	168340	1920	951	7
24553	168425	1924	568	7
24554	168428	1924	447	7
24555	168432	1924	18	7
24559	168446	1924	34	7
24561	168451	1924	620	7
24563	168463	1924	61	7
24564	168465	1924	694	7
24565	168468	1924	67	7
24567	168476	1924	543	7
24570	168491	1924	1426	7
24578	168580	1927	1498	7
24582	168625	1927	699	7
24583	168638	1927	1220	7
24584	168644	1927	731	7
24589	168663	1927	90	7
24593	168696	1927	2640	7
24595	168712	1927	517	7
24598	168740	1927	564	7
24613	168869	1928	1879	7
24616	168886	1928	474	7
24619	168901	1928	814	7
24622	168933	1928	383	7
24623	168942	1928	6465	7
24624	168954	1928	552	7
24626	168965	1928	232	7
24627	168968	1928	1977	7
24628	168971	1928	1849	7
24630	168987	1928	261	7
24632	169001	1928	286	7
24633	169011	1928	1439	7
24634	169013	1928	1308	7
24650	169095	1931	129	7
24652	169113	1931	1409	7
24654	169139	1931	877	7
24655	169167	1931	504	7
24664	169229	1931	1932	7
24667	169238	1931	232	7
24668	169240	1931	1844	7
24670	169242	1931	1977	7
24671	169243	1931	1846	7
24672	169252	1931	1849	7
24677	169278	1931	1861	7
24678	169284	1931	1426	7
24679	169288	1931	276	7
24685	169310	1931	2118	7
24687	169321	1931	1441	7
24689	169323	1931	311	7
24692	169349	1931	2398	7
24693	169358	1931	4848	7
24700	169451	1935	596	7
24701	169454	1935	4469	7
24717	169621	1936	627	7
24718	169638	1937	18	7
24721	169650	1937	32	7
24726	169667	1937	3430	7
24728	169670	1937	61	7
24729	169672	1937	2561	7
24739	169804	1939	68	7
24740	169814	1939	9	7
24741	169825	1939	141	7
24754	169914	1941	647	7
24757	169951	1941	2561	7
24758	169952	1941	2562	7
24760	169971	1941	1225	7
24767	170034	1941	1741	7
24802	170181	1943	3557	7
24803	170193	1944	9	7
24804	170196	1945	1005	7
24807	170226	1945	596	7
24808	170239	1945	1031	7
24811	170249	1945	1046	7
24812	170253	1945	1771	7
24814	170258	1945	1054	7
24815	170270	1945	1779	7
24817	170285	1945	67	7
24818	170289	1945	2576	7
24820	170314	1945	1088	7
24832	170353	1945	564	7
24835	170367	1945	152	7
24838	170414	1945	507	7
24841	170421	1945	201	7
24844	170445	1945	551	7
24847	170456	1945	253	7
24849	170469	1945	1426	7
24850	170472	1945	1865	7
24853	170496	1945	1453	7
24860	170555	1948	1754	7
24861	170561	1948	1498	7
24865	170568	1948	1325	7
24866	170571	1948	1760	7
24868	170583	1948	2037	7
24871	170590	1948	1047	7
24872	170591	1948	3023	7
24874	170601	1948	1054	7
24876	170613	1948	664	7
24882	170643	1948	690	7
24885	170655	1948	699	7
24886	170657	1948	4026	7
24887	170658	1948	4229	7
24891	170676	1948	1795	7
24895	170710	1948	3644	7
24897	170734	1948	90	7
24901	170752	1948	769	7
24902	170763	1948	777	7
24912	170871	1948	843	7
24915	170939	1948	877	7
24917	170956	1948	884	7
24918	170957	1948	1597	7
24920	170988	1948	1649	7
24922	170993	1948	1376	7
24926	171010	1948	507	7
24931	171040	1948	935	7
24933	171050	1948	2792	7
24934	171058	1948	551	7
24935	171059	1948	951	7
24942	171097	1948	1668	7
24943	171101	1948	253	7
24945	171119	1948	1861	7
24946	171120	1948	2159	7
24953	171158	1948	311	7
24962	171205	1950	2064	7
24969	171234	1950	1779	7
24972	171243	1950	3195	7
24983	171301	1950	2677	7
24988	171329	1950	141	7
24992	171375	1950	1372	7
24993	171386	1950	4943	7
24995	171394	1950	504	7
24996	171397	1950	3793	7
24999	171416	1950	1741	7
25001	171424	1950	551	7
25002	171427	1950	227	7
25003	171436	1950	286	7
25009	171468	1951	47	7
25010	171473	1951	664	7
25011	171479	1951	1509	7
25012	171480	1951	1882	7
25014	171484	1951	682	7
25015	171488	1951	60	7
25016	171491	1951	694	7
25017	171494	1951	3212	7
25019	171501	1951	1795	7
25022	171524	1951	1088	7
25025	171535	1951	2079	7
25028	171588	1954	1037	7
25031	171600	1954	4452	7
25045	171681	1954	227	7
25051	171757	1956	376	7
25057	171838	1960	694	7
25078	171951	1968	61	7
25084	171998	1970	3183	7
25085	172000	1970	1787	7
25088	172016	1970	9	7
25089	172022	1970	2079	7
25093	172039	1970	564	7
25094	172058	1970	3548	7
25095	172059	1970	6480	7
25101	172105	1970	2090	7
25103	172114	1970	253	7
25104	172116	1970	974	7
25113	172190	1972	1037	7
25114	172194	1972	1040	7
25116	172208	1972	664	7
25118	172214	1972	60	7
25123	172240	1972	769	7
25125	172259	1972	1100	7
25126	172260	1972	2677	7
25129	172279	1972	227	7
25132	172316	1974	2033	7
25133	172320	1974	19	7
25150	172468	1976	61	7
25152	172470	1976	1579	7
25154	172489	1977	19	7
25162	172526	1977	543	7
25163	172530	1977	1579	7
25178	172669	1980	60	7
25182	172688	1980	769	7
25185	172713	1980	141	7
25188	172766	1982	573	7
25190	172824	1982	1220	7
25194	172834	1982	90	7
25196	172878	1983	67	7
25202	172944	1984	129	7
25203	172953	1984	141	7
25207	172988	1985	115	7
25267	173513	1991	17	7
25271	173567	1991	3221	7
25272	173569	1991	2289	7
25279	173592	1991	3084	7
25280	173593	1991	647	7
25281	173600	1991	3778	7
25285	173646	1991	709	7
25287	173650	1991	4210	7
25288	173665	1991	1225	7
25291	173725	1991	276	7
25292	173729	1991	327	7
25295	173742	1992	596	7
25301	173805	1994	359	7
25305	173823	1994	1054	7
25306	173825	1994	60	7
25308	173838	1994	115	7
25313	173884	1995	34	7
25315	173905	1995	658	7
25321	173940	1995	2103	7
25322	173942	1995	9	7
25327	173970	1996	3632	7
25331	174004	1996	2104	7
25336	174018	1996	6047	7
25348	174099	1998	2288	7
25350	174105	1998	2289	7
25355	174125	1998	3084	7
25357	174134	1998	2373	7
25369	174187	1998	563	7
25376	174213	1999	27	7
25381	174222	1999	47	7
25382	174227	1999	560	7
25385	174237	1999	9	7
25395	174307	2000	1579	7
25399	174373	2000	1682	7
25402	174408	2001	359	7
25403	174411	2001	1009	7
25407	174441	2001	2369	7
25408	174442	2001	3714	7
25409	174443	2001	4462	7
25412	174476	2001	1494	7
25423	174562	2001	3140	7
25426	174573	2001	628	7
25429	174576	2001	631	7
25430	174577	2001	632	7
25435	174584	2001	1880	7
25437	174590	2001	1905	7
25441	174616	2001	1277	7
25442	174617	2001	47	7
25443	174619	2001	1054	7
25444	174620	2001	2038	7
25456	174734	2001	286	7
25464	174783	2003	31	7
25472	174835	2003	88	7
25502	175087	2010	1763	7
25506	175124	2010	141	7
25510	175158	2013	1009	7
25518	175196	2013	47	7
25521	175214	2013	67	7
25525	175257	2013	152	7
25537	175304	2014	560	7
25540	175315	2014	1898	7
25541	175316	2014	1220	7
25543	175333	2014	9	7
25545	175353	2014	827	7
25546	175354	2014	2084	7
25548	175362	2014	152	7
25564	175462	2015	695	7
25569	175509	2016	359	7
25571	175520	2016	17	7
25573	175569	2016	1070	7
25577	175601	2017	1016	7
25582	175622	2017	2037	7
25583	175624	2017	3308	7
25590	175669	2017	1225	7
25592	175682	2017	777	7
25594	175718	2017	376	7
25595	175723	2017	521	7
25611	175877	2020	4667	7
25613	175884	2020	613	7
25615	175889	2020	3690	7
25616	175891	2020	633	7
25617	175894	2020	1905	7
25618	175895	2020	1906	7
25620	175906	2020	1275	7
25622	175918	2020	560	7
25623	175921	2020	5511	7
25624	175924	2020	1784	7
25628	175949	2020	779	7
25630	175952	2020	563	7
25633	175972	2020	1154	7
25636	175993	2022	447	7
25639	176016	2022	596	7
25649	176092	2022	6489	7
25650	176093	2022	5462	7
25652	176099	2022	690	7
25657	176139	2022	473	7
25658	176143	2022	1225	7
25662	176164	2022	115	7
25668	176214	2022	165	7
25671	176243	2022	1841	7
25676	176283	2024	1628	7
25678	176290	2024	628	7
25679	176291	2024	629	7
25691	176331	2024	90	7
25695	176361	2025	152	7
25700	176394	2028	2495	7
25702	176396	2028	628	7
25703	176397	2028	629	7
25709	176404	2028	1905	7
25710	176405	2028	1906	7
25739	176629	2030	543	7
25752	176737	2032	3557	7
25754	176744	2032	61	7
25760	176768	2034	31	7
25763	176776	2034	669	7
25770	176818	2034	1844	7
25771	176823	2034	1861	7
25774	176831	2034	1308	7
25780	176852	2036	4668	7
25791	176925	2037	68	7
25801	176969	2038	658	7
25807	177004	2038	543	7
25808	177007	2038	9	7
25809	177013	2038	779	7
25810	177021	2038	400	7
25815	177047	2038	1113	7
25819	177105	2038	226	7
25820	177106	2038	227	7
25847	177294	2042	695	7
25850	177317	2042	5637	7
25851	177324	2042	88	7
25862	177374	2042	5368	7
25864	177384	2042	1370	7
25867	177408	2042	504	7
25877	177473	2043	1878	7
25880	177480	2043	67	7
25881	177482	2043	1219	7
25882	177491	2045	585	7
25884	177502	2045	2483	7
25885	177515	2045	1771	7
25890	177569	2045	1087	7
25895	177593	2045	2226	7
25896	177595	2045	563	7
25899	177627	2045	1592	7
25901	177635	2045	1921	7
25906	177650	2046	19	7
25907	177658	2046	596	7
25909	177664	2046	31	7
25910	177665	2046	2287	7
25914	177672	2046	620	7
25915	177681	2046	1277	7
25916	177689	2046	3666	7
25918	177699	2046	1784	7
25919	177700	2046	690	7
25921	177702	2046	61	7
25923	177733	2046	517	7
25924	177735	2046	129	7
25925	177738	2046	376	7
25951	177907	2052	359	7
25962	177978	2052	376	7
25974	178055	2052	1623	7
25994	178164	2056	543	7
26009	178254	2059	359	7
26011	178261	2059	17	7
26014	178271	2059	596	7
26019	178287	2059	2100	7
26020	178291	2059	647	7
26022	178294	2059	47	7
26026	178319	2059	1219	7
26027	178322	2059	1220	7
26030	178346	2059	777	7
26045	178461	2062	3408	7
26047	178473	2062	1498	7
26048	178476	2062	3883	7
26059	178530	2062	3950	7
26079	178672	2062	3099	7
26084	178707	2062	2691	7
26094	178786	2062	1646	7
26109	178904	2062	1668	7
26123	179000	2063	647	7
26130	179060	2066	32	7
26136	179081	2066	629	7
26142	179087	2066	1901	7
26143	179090	2066	1879	7
26144	179091	2066	1880	7
26152	179113	2066	658	7
26155	179132	2066	6500	7
26161	179178	2066	5287	7
26169	179219	2066	793	7
26172	179236	2066	2082	7
26188	179339	2066	923	7
26190	179348	2066	1741	7
26194	179382	2066	552	7
26198	179399	2066	1977	7
26199	179403	2066	2823	7
26203	179420	2066	5942	7
26204	179421	2066	1746	7
26205	179429	2066	1386	7
26206	179432	2066	1984	7
26215	179549	2070	3544	7
26219	179568	2070	152	7
26220	179584	2070	3548	7
26222	179588	2070	172	7
26226	179607	2070	921	7
26243	179716	2070	1869	7
26244	179719	2070	286	7
26248	179736	2071	447	7
26258	179774	2071	88	7
26260	179777	2071	9	7
26261	179817	2071	1844	7
26266	179829	2071	286	7
26280	179930	2073	921	7
26283	179954	2073	253	7
26293	180010	2074	1760	7
26304	180084	2074	769	7
26308	180185	2074	504	7
26311	180214	2074	552	7
26319	180289	2075	17	7
26325	180340	2076	18	7
26330	180368	2076	560	7
26332	180377	2076	1401	7
26335	180398	2076	1579	7
26337	180421	2076	2691	7
26338	180435	2076	1409	7
26339	180469	2076	504	7
26343	180493	2076	227	7
26344	180495	2076	1844	7
26345	180503	2076	1861	7
26352	180544	2078	1509	7
26400	180859	2081	793	7
26401	180865	2081	3099	7
26411	180953	2081	3339	7
26414	180973	2081	1649	7
26425	181053	2081	1839	7
26428	181080	2081	1849	7
26431	181110	2081	981	7
26440	181169	2081	2398	7
26444	181213	2082	1881	7
26447	181235	2082	682	7
26448	181245	2082	1787	7
26451	181257	2082	1219	7
26463	181369	2082	1372	7
26464	181388	2082	504	7
26468	181418	2082	551	7
26472	181460	2083	18	7
26477	181491	2083	4190	7
26492	181584	2085	1275	7
26494	181596	2085	705	7
26495	181612	2085	521	7
26497	181640	2085	253	7
26501	181670	2087	5590	7
26509	181738	2088	376	7
26510	181755	2088	383	7
26511	181759	2088	195	7
26513	181775	2088	951	7
26528	181897	2089	517	7
26529	181922	2089	152	7
26531	181960	2089	383	7
26535	182004	2089	1844	7
26536	182008	2089	1668	7
26538	182020	2089	1861	7
26540	182038	2089	1435	7
26546	182071	2090	359	7
26553	182127	2090	88	7
26558	182153	2091	664	7
26561	182168	2091	4375	7
26562	182183	2091	543	7
26565	182189	2091	777	7
26567	182197	2091	563	7
26568	182200	2091	517	7
26569	182208	2091	823	7
26573	182281	2091	552	7
26574	182290	2091	1844	7
26581	182325	2091	1984	7
26584	182337	2091	1701	7
26588	182360	2091	1623	7
26598	182508	2094	1016	7
26603	182563	2097	359	7
26608	182595	2097	1881	7
26610	182609	2097	60	7
26614	182632	2097	1090	7
26617	182665	2099	568	7
26618	182675	2099	596	7
26619	182677	2099	2288	7
26622	182694	2099	1509	7
26623	182715	2099	1225	7
26625	182723	2099	9	7
26627	182747	2099	129	7
26628	182754	2099	141	7
26629	182786	2101	18	7
26632	182819	2101	3175	7
26635	182829	2101	32	7
26639	182841	2101	3178	7
26642	182860	2101	647	7
26644	182862	2101	1047	7
26645	182869	2101	1336	7
26647	182897	2101	560	7
26655	182927	2101	2299	7
26656	182934	2101	6237	7
26660	182957	2101	1579	7
26664	182978	2101	1109	7
26667	183013	2101	1597	7
26669	183035	2101	1740	7
26670	183047	2101	218	7
26673	183063	2101	1978	7
26680	183103	2102	31	7
26682	183106	2102	1551	7
26685	183124	2102	560	7
26689	183139	2102	88	7
26700	183187	2102	1963	7
26707	183225	2102	2993	7
26709	183242	2102	3462	7
26710	183251	2102	1844	7
26711	183253	2102	1846	7
26716	183288	2102	258	7
26719	183305	2102	1861	7
26724	183323	2102	281	7
26730	183342	2102	1308	7
26735	183369	2102	1453	7
26736	183371	2102	2997	7
26754	183448	2104	9	7
26756	183463	2104	383	7
26759	183481	2105	1037	7
26762	183487	2105	682	7
26763	183488	2105	60	7
26764	183489	2105	67	7
26766	183505	2105	1113	7
26778	183580	2107	5238	7
26781	183630	2108	1754	7
26782	183632	2108	598	7
26783	183641	2108	2288	7
26787	183652	2108	1037	7
26789	183658	2108	1040	7
26792	183681	2108	4645	7
26799	183743	2108	60	7
26810	183851	2108	9	7
26815	183947	2108	1105	7
26816	183953	2108	564	7
26818	184070	2108	1132	7
26822	184114	2109	568	7
26826	184144	2109	17	7
26829	184175	2109	2478	7
26833	184203	2109	1756	7
26834	184213	2109	29	7
26837	184224	2109	2287	7
26840	184243	2109	1551	7
26842	184265	2109	620	7
26850	184286	2109	633	7
26851	184287	2109	1878	7
26852	184288	2109	1901	7
26853	184291	2109	1879	7
26854	184292	2109	1880	7
26857	184306	2109	1768	7
26858	184325	2109	1275	7
26860	184333	2109	5769	7
26862	184335	2109	6222	7
26863	184337	2109	3632	7
26867	184352	2109	2508	7
26869	184366	2109	1165	7
26875	184408	2109	6489	7
26878	184416	2109	6012	7
26879	184418	2109	686	7
26883	184428	2109	61	7
26886	184446	2109	5251	7
26889	184453	2109	2299	7
26894	184485	2109	2592	7
26895	184486	2109	3644	7
26897	184494	2109	1225	7
26899	184497	2109	90	7
26901	184504	2109	1088	7
26905	184527	2109	2080	7
26908	184541	2109	6396	7
26912	184563	2109	2691	7
26914	184603	2109	6047	7
26915	184614	2109	504	7
26917	184620	2109	6540	7
26918	184624	2109	201	7
26919	184630	2109	935	7
26921	184646	2109	551	7
26923	184666	2109	1844	7
26926	184677	2109	1849	7
26928	184686	2109	253	7
26929	184689	2109	3121	7
26932	184706	2109	981	7
26934	184745	2112	18	7
26940	184778	2113	447	7
26942	184811	2113	1037	7
26945	184815	2113	2495	7
26949	184836	2113	1882	7
26950	184839	2113	682	7
26951	184840	2113	60	7
26957	184887	2114	1760	7
26958	184888	2114	618	7
26960	184897	2114	1054	7
26964	184916	2114	695	7
26979	185071	2116	1509	7
26981	185075	2116	695	7
26997	185177	2118	376	7
27000	185207	2120	1461	7
27004	185234	2120	1881	7
27016	185322	2120	1099	7
27019	185333	2120	814	7
27021	185354	2120	2021	7
27022	185355	2120	564	7
27025	185372	2120	2085	7
27026	185373	2120	1409	7
27033	185463	2120	383	7
27035	185471	2120	921	7
27036	185472	2120	418	7
27037	185480	2120	1921	7
27040	185492	2120	928	7
27041	185495	2120	1741	7
27042	185510	2120	935	7
27043	185528	2120	424	7
27045	185552	2120	551	7
27047	185563	2120	552	7
27050	185589	2120	2980	7
27056	185606	2120	1846	7
27059	185632	2120	969	7
27060	185646	2120	253	7
27061	185655	2120	2831	7
27062	185657	2120	1981	7
27063	185663	2120	976	7
27065	185679	2120	2845	7
27071	185698	2120	1532	7
27074	185711	2120	276	7
27076	185719	2120	281	7
27077	185729	2120	1984	7
27078	185748	2120	1701	7
27080	185760	2120	1308	7
27083	185780	2120	327	7
27084	185784	2120	1310	7
27100	185852	2122	9	7
27103	185877	2124	18	7
27108	185927	2124	719	7
27112	185949	2124	2691	7
27116	185981	2125	835	7
27128	186081	2129	682	7
27131	186095	2129	9	7
27134	186111	2129	139	7
27135	186112	2129	376	7
27138	186135	2129	418	7
27140	186152	2129	227	7
27141	186154	2129	232	7
27142	186161	2129	253	7
27143	186167	2129	261	7
27149	186196	2129	1701	7
27150	186200	2129	1439	7
27151	186201	2129	307	7
27153	186203	2129	2187	7
27154	186211	2129	1623	7
27157	186225	2129	1989	7
27161	186243	2130	32	7
27171	186293	2131	27	7
27173	186299	2131	1632	7
27175	186310	2131	525	7
27178	186340	2132	596	7
27183	186371	2132	2547	7
27184	186373	2132	690	7
27187	186381	2132	1216	7
27202	186481	2132	200	7
27203	186499	2132	1839	7
27208	186536	2132	261	7
27211	186556	2132	2061	7
27212	186562	2132	1869	7
27218	186609	2133	27	7
27221	186637	2133	560	7
27222	186639	2133	3854	7
27225	186666	2135	27	7
27226	186671	2135	1901	7
27227	186675	2135	1054	7
27231	186692	2135	67	7
27236	186729	2135	517	7
27239	186750	2135	376	7
27241	186784	2135	877	7
27244	186809	2135	504	7
27246	186831	2135	200	7
27249	186856	2135	951	7
27250	186862	2135	552	7
27252	186871	2135	1844	7
27258	186912	2135	1532	7
27264	186961	2135	1308	7
27269	186994	2135	2129	7
27270	187011	2136	596	7
27273	187039	2136	690	7
27281	187144	2136	877	7
27296	187264	2140	19	7
27297	187273	2140	32	7
27298	187292	2140	1277	7
27299	187307	2140	560	7
27304	187356	2140	2226	7
27325	187521	2141	607	7
27328	187540	2141	60	7
27349	187757	2144	1275	7
27351	187760	2144	47	7
27354	187803	2146	3546	7
27357	187838	2146	200	7
27358	187842	2146	1740	7
27360	187856	2146	424	7
27364	187871	2146	1932	7
27405	188167	2155	647	7
27412	188192	2155	2561	7
27435	188412	2156	658	7
27437	188429	2156	682	7
27438	188434	2156	60	7
27447	188533	2156	517	7
27449	188540	2156	819	7
27450	188542	2156	129	7
27455	188592	2156	524	7
27457	188620	2156	424	7
27459	188630	2156	552	7
27461	188640	2156	1849	7
27464	188663	2156	2118	7
27473	188774	2163	793	7
27476	188805	2165	815	7
27478	188821	2167	115	7
27479	188826	2167	139	7
27480	188828	2167	165	7
27481	188833	2168	4871	7
27482	188835	2168	31	7
27484	188838	2168	3557	7
27486	188853	2168	3252	7
27487	188857	2168	1784	7
27491	188877	2168	2084	7
27502	188978	2169	1047	7
27506	188997	2169	60	7
27508	189000	2169	67	7
27516	189057	2169	227	7
27518	189065	2169	307	7
27532	189209	2172	17	7
27534	189232	2172	596	7
27535	189244	2172	1031	7
27537	189256	2172	3140	7
27544	189322	2172	67	7
27545	189332	2172	1220	7
27546	189387	2172	115	7
27551	189422	2172	2021	7
27553	189454	2172	1589	7
27555	189466	2172	165	7
27556	189489	2172	2002	7
27560	189508	2172	1741	7
27561	189529	2172	552	7
27562	189536	2172	227	7
27563	189541	2172	1977	7
27568	189605	2173	598	7
27576	189634	2173	630	7
27588	189678	2173	68	7
27589	189685	2173	1218	7
27597	189740	2173	814	7
27608	189834	2173	383	7
27615	189874	2173	551	7
27616	189879	2173	552	7
27619	189895	2173	3028	7
27620	189903	2173	1849	7
27621	189905	2173	1668	7
27636	189990	2173	2997	7
27637	189991	2173	2398	7
27639	190013	2174	4231	7
27678	190210	2181	1509	7
27681	190215	2181	682	7
27683	190225	2181	543	7
27693	190322	2182	3666	7
27696	190341	2182	699	7
27701	190379	2182	90	7
27704	190400	2182	1090	7
27706	190423	2182	517	7
27709	190467	2182	521	7
27720	190584	2182	551	7
27743	190711	2182	2128	7
27748	190809	2184	397	7
27749	190810	2184	9	7
27758	190910	2188	1881	7
27763	190927	2188	67	7
27765	190944	2188	9	7
27768	190959	2188	563	7
27776	191032	2188	232	7
27778	191044	2188	253	7
27785	191086	2188	286	7
27788	191121	2188	1623	7
27789	191127	2188	2129	7
27795	191159	2190	1762	7
27799	191218	2190	376	7
27800	191239	2190	504	7
27801	191241	2190	200	7
27825	191376	2193	564	7
27828	191407	2193	418	7
27830	191434	2193	253	7
27832	191458	2194	596	7
27834	191462	2194	1628	7
27836	191477	2194	1509	7
27838	191479	2194	682	7
27840	191486	2194	1216	7
27844	191512	2194	1579	7
27859	191631	2194	2118	7
27897	191999	2206	830	7
27907	192078	2206	2831	7
27909	192089	2206	2187	7
27910	192093	2207	359	7
27913	192124	2207	543	7
27914	192127	2207	779	7
27918	192169	2207	551	7
27919	192170	2207	552	7
27920	192173	2207	1844	7
27924	192237	2208	9	7
27925	192239	2208	1579	7
27932	192297	2209	195	7
27934	192300	2210	1009	7
27937	192325	2210	1031	7
27941	192377	2212	383	7
27945	192434	2214	4934	7
27953	192545	2215	9	7
27958	192608	2218	2997	7
27972	192742	2222	835	7
27974	192750	2222	152	7
27976	192783	2222	383	7
27977	192789	2222	928	7
28002	193019	2226	9	7
28004	193042	2226	504	7
28005	193055	2226	424	7
28006	193060	2226	551	7
28007	193061	2226	552	7
28017	193156	2231	31	7
28020	193174	2231	1787	7
28022	193206	2231	227	7
28023	193228	2232	9	7
28024	193250	2232	253	7
