id,insta_follower,tiktok,youtube,categories,price_category
4326,LOW,MEDIUM,LOW,"Comedy,Fantasy,Romance",MEDIUM
2908,MEDIUM,MEDIUM,MEDIUM,"Comedy,School,Shounen",MEDIUM
6609,MEDIUM,MEDIUM,MEDIUM,"Drama,Shounen",MEDIUM
6610,LOW,MEDIUM,LOW,"Drama,Shounen",MEDIUM
2531,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Shounen,Supernatural",MEDIUM
2139,MEDIUM,HIGH,MEDIUM,"Action,Adventure,Comedy,Sci-Fi",MEDIUM
1991,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama,Romance,Supernatural",MEDIUM
2205,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
775,MEDIUM,HIGH,HIGH,"Action,Supernatural",MEDIUM
1688,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
2157,MEDIUM,HIGH,HIGH,Comedy,MEDIUM
5472,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM
6553,LOW,LOW,LOW,"Adventure,Comedy,Sci-Fi",MEDIUM
1922,MEDIUM,HIGH,HIGH,"Action,Comedy,Fantasy",MEDIUM
4267,MEDIUM,MEDIUM,MEDIUM,"Drama,School,Sci-Fi,Supernatural",MEDIUM
218,HIGH,HIGH,HIGH,"Adventure,Sci-Fi",MEDIUM
1978,MEDIUM,HIGH,HIGH,"Adventure,Sci-Fi",MEDIUM
1570,MEDIUM,HIGH,HIGH,"Adventure,Fantasy",MEDIUM
3109,MEDIUM,MEDIUM,MEDIUM,Drama,MEDIUM
355,MEDIUM,HIGH,MEDIUM,Comedy,MEDIUM
887,HIGH,HIGH,HIGH,"Comedy,Romance,School",MEDIUM
1844,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Romance,Shounen",HIGH
1466,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama,Fantasy,Shounen,Supernatural",MEDIUM
2099,MEDIUM,MEDIUM,MEDIUM,"Comedy,School,Shounen",MEDIUM
3113,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama,Romance",MEDIUM
6121,LOW,LOW,LOW,"Action,Adventure,Comedy,Fantasy",MEDIUM
6225,LOW,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Shounen",MEDIUM
4644,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Sci-Fi,Shounen",MEDIUM
5511,MEDIUM,MEDIUM,MEDIUM,"Adventure,Fantasy",MEDIUM
1375,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
2467,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama,Sci-Fi",MEDIUM
940,MEDIUM,HIGH,HIGH,"Action,Fantasy,Shounen",MEDIUM
461,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
263,HIGH,HIGH,HIGH,"Comedy,Romance,School",MEDIUM
1039,MEDIUM,MEDIUM,MEDIUM,"Action,Shounen",MEDIUM
5564,LOW,LOW,LOW,"Adventure,Drama,Fantasy",MEDIUM
788,MEDIUM,HIGH,HIGH,Supernatural,MEDIUM
4346,MEDIUM,HIGH,MEDIUM,Comedy,MEDIUM
661,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama,School,Shounen",MEDIUM
4382,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen,Supernatural",MEDIUM
6160,LOW,MEDIUM,MEDIUM,"Action,Adventure,Drama,Sci-Fi",MEDIUM
1798,MEDIUM,HIGH,HIGH,"Adventure,Drama,Fantasy",MEDIUM
702,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Sci-Fi",MEDIUM
236,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
4577,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Drama,Romance",MEDIUM
5521,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Drama,Fantasy,Romance,School",MEDIUM
3649,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Shounen,Supernatural",MEDIUM
1501,MEDIUM,MEDIUM,MEDIUM,"Action,Romance,Sci-Fi",MEDIUM
2576,MEDIUM,HIGH,MEDIUM,"Action,Comedy,Shounen,Supernatural",MEDIUM
3300,MEDIUM,HIGH,HIGH,"Romance,School",MEDIUM
736,MEDIUM,HIGH,HIGH,"Action,Adventure",MEDIUM
3084,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
1796,LOW,LOW,LOW,"Adventure,Drama,Fantasy",MEDIUM
1174,MEDIUM,HIGH,HIGH,Action,MEDIUM
6601,LOW,LOW,LOW,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
6557,LOW,LOW,LOW,"Adventure,Fantasy,Sci-Fi,Shounen",MEDIUM
598,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Sci-Fi",MEDIUM
337,MEDIUM,HIGH,HIGH,"Comedy,Supernatural",MEDIUM
3017,MEDIUM,MEDIUM,MEDIUM,"Action,Shounen",MEDIUM
334,MEDIUM,HIGH,HIGH,"Comedy,Shounen",MEDIUM
506,HIGH,HIGH,HIGH,"Comedy,Romance,School,Supernatural",HIGH
117,HIGH,HIGH,HIGH,"Action,Supernatural",HIGH
2043,MEDIUM,HIGH,MEDIUM,Comedy,MEDIUM
3350,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Sci-Fi",MEDIUM
4586,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Fantasy,School,Shounen",MEDIUM
1342,LOW,MEDIUM,MEDIUM,"Adventure,Comedy",MEDIUM
5300,MEDIUM,MEDIUM,MEDIUM,"Comedy,Sci-Fi",MEDIUM
2541,MEDIUM,MEDIUM,MEDIUM,"Action,Sci-Fi",MEDIUM
2409,MEDIUM,HIGH,HIGH,Comedy,MEDIUM
607,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
642,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Drama,Fantasy",MEDIUM
5043,LOW,MEDIUM,MEDIUM,"Comedy,Drama,Shounen",MEDIUM
1760,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance",MEDIUM
2705,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Romance",MEDIUM
431,MEDIUM,HIGH,HIGH,"Action,Comedy",MEDIUM
2088,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
2091,MEDIUM,MEDIUM,MEDIUM,"Action,Sci-Fi",MEDIUM
664,MEDIUM,HIGH,HIGH,"Action,Fantasy,Supernatural",MEDIUM
5477,LOW,LOW,LOW,Fantasy,MEDIUM
5582,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Sci-Fi",MEDIUM
1911,MEDIUM,HIGH,HIGH,Action,MEDIUM
1149,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Sci-Fi",MEDIUM
2807,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,School",MEDIUM
6343,LOW,LOW,LOW,"Action,Comedy,Drama",MEDIUM
2685,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,Supernatural",MEDIUM
572,HIGH,HIGH,HIGH,"Comedy,Romance,Supernatural",MEDIUM
2271,MEDIUM,HIGH,HIGH,"Comedy,School,Shounen",MEDIUM
1066,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
2278,MEDIUM,MEDIUM,MEDIUM,Romance,MEDIUM
2504,LOW,LOW,LOW,Drama,MEDIUM
3657,MEDIUM,HIGH,MEDIUM,"Action,Shounen",MEDIUM
1739,MEDIUM,HIGH,HIGH,"Action,Comedy,Shounen,Supernatural",MEDIUM
1226,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Fantasy",MEDIUM
1164,MEDIUM,HIGH,HIGH,"Comedy,Fantasy,Shounen",MEDIUM
1202,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
1833,MEDIUM,HIGH,HIGH,"Action,School,Sci-Fi",MEDIUM
1016,MEDIUM,HIGH,MEDIUM,"Adventure,Comedy,Fantasy,Romance,Shounen",MEDIUM
3014,LOW,LOW,MEDIUM,"Action,Supernatural",MEDIUM
3152,MEDIUM,HIGH,HIGH,Comedy,MEDIUM
3644,MEDIUM,HIGH,HIGH,"Comedy,Romance,School,Shounen",MEDIUM
1704,MEDIUM,HIGH,MEDIUM,"Comedy,Romance,School",MEDIUM
7282,LOW,LOW,LOW,"Comedy,Romance,School,Shounen",MEDIUM
1058,MEDIUM,MEDIUM,MEDIUM,"Comedy,Shounen,Supernatural",MEDIUM
5036,LOW,MEDIUM,MEDIUM,Action,MEDIUM
5154,MEDIUM,MEDIUM,MEDIUM,Shounen,MEDIUM
6344,LOW,MEDIUM,MEDIUM,"Comedy,Sci-Fi,Shounen",MEDIUM
3231,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama,Romance,Shounen",MEDIUM
1548,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,Shounen",MEDIUM
3371,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,Supernatural",MEDIUM
4327,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,School",MEDIUM
2114,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance",MEDIUM
3433,LOW,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
1938,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Sci-Fi",MEDIUM
3215,MEDIUM,HIGH,MEDIUM,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi,Shounen",MEDIUM
2612,MEDIUM,MEDIUM,MEDIUM,"Adventure,Fantasy,Sci-Fi,Shounen",MEDIUM
6332,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama,Sci-Fi",MEDIUM
739,MEDIUM,HIGH,HIGH,Action,MEDIUM
6533,LOW,LOW,LOW,"Drama,Sci-Fi",MEDIUM
6130,LOW,LOW,LOW,Drama,MEDIUM
3774,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Sci-Fi",MEDIUM
1157,MEDIUM,HIGH,HIGH,Comedy,MEDIUM
2946,MEDIUM,HIGH,HIGH,"Drama,Romance,School",MEDIUM
6029,LOW,MEDIUM,MEDIUM,"Action,Drama",MEDIUM
6838,LOW,MEDIUM,MEDIUM,"Fantasy,Romance",MEDIUM
6372,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama,Shounen",MEDIUM
1653,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
3176,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Sci-Fi,Shounen",MEDIUM
2712,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,School,Shounen,Supernatural",MEDIUM
6308,MEDIUM,MEDIUM,MEDIUM,Romance,MEDIUM
234,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH
6685,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Drama,Sci-Fi",MEDIUM
377,HIGH,HIGH,HIGH,Action,MEDIUM
5070,LOW,LOW,LOW,"Comedy,Fantasy,Sci-Fi,Shounen",MEDIUM
3714,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Romance",MEDIUM
1210,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Fantasy,Romance",MEDIUM
1925,MEDIUM,HIGH,HIGH,"Action,Fantasy,Shounen,Supernatural",MEDIUM
4476,MEDIUM,MEDIUM,MEDIUM,"Comedy,Sci-Fi",MEDIUM
748,MEDIUM,HIGH,MEDIUM,"Action,Comedy,Romance",MEDIUM
584,MEDIUM,HIGH,HIGH,"Comedy,Romance",MEDIUM
528,HIGH,HIGH,HIGH,"Adventure,Fantasy,Romance",HIGH
5441,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
68,HIGH,HIGH,HIGH,"Action,Comedy,Drama,Fantasy,Shounen,Supernatural",MEDIUM
478,HIGH,HIGH,HIGH,"Action,Comedy,Sci-Fi",MEDIUM
606,MEDIUM,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
672,MEDIUM,HIGH,MEDIUM,"Action,Adventure,Fantasy,Shounen",MEDIUM
641,MEDIUM,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
1015,MEDIUM,HIGH,MEDIUM,"Action,Adventure,Shounen",MEDIUM
1605,MEDIUM,HIGH,HIGH,"Action,Comedy,Drama",MEDIUM
5635,LOW,MEDIUM,MEDIUM,Sci-Fi,MEDIUM
2780,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Sci-Fi",MEDIUM
219,HIGH,HIGH,HIGH,"Action,Fantasy,School,Shounen,Supernatural",HIGH
999,MEDIUM,HIGH,HIGH,"Action,Fantasy,School,Shounen,Supernatural",MEDIUM
2129,MEDIUM,MEDIUM,MEDIUM,"Action,Fantasy",MEDIUM
2145,HIGH,HIGH,HIGH,School,MEDIUM
5914,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
1388,HIGH,HIGH,HIGH,"Action,Supernatural",MEDIUM
712,MEDIUM,HIGH,MEDIUM,Shounen,MEDIUM
1119,MEDIUM,HIGH,HIGH,"Action,Fantasy,Shounen,Supernatural",MEDIUM
256,MEDIUM,HIGH,HIGH,"Action,Fantasy,Shounen",MEDIUM
4667,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
5463,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM
6554,LOW,LOW,LOW,"Adventure,Fantasy,Sci-Fi,Shounen",MEDIUM
6560,LOW,LOW,LOW,"Adventure,Comedy,Fantasy",MEDIUM
3700,LOW,LOW,LOW,"Comedy,Shounen",MEDIUM
5142,MEDIUM,MEDIUM,MEDIUM,"Drama,Fantasy",MEDIUM
509,HIGH,HIGH,HIGH,"Comedy,Sci-Fi",MEDIUM
3393,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
184,MEDIUM,HIGH,HIGH,"Comedy,Romance,School,Shounen",MEDIUM
950,MEDIUM,HIGH,HIGH,Action,MEDIUM
1795,HIGH,HIGH,HIGH,"Comedy,School,Shounen,Supernatural",MEDIUM
1726,MEDIUM,MEDIUM,MEDIUM,"Action,Fantasy,Shounen,Supernatural",MEDIUM
3140,MEDIUM,HIGH,HIGH,"Adventure,Fantasy,Shounen",MEDIUM
2498,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Drama,Sci-Fi",MEDIUM
1504,MEDIUM,HIGH,HIGH,"Comedy,Fantasy,Romance",MEDIUM
682,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
1170,HIGH,HIGH,HIGH,"Action,Shounen,Supernatural",MEDIUM
648,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
502,HIGH,HIGH,HIGH,Comedy,HIGH
5978,LOW,MEDIUM,MEDIUM,"Adventure,Drama",MEDIUM
2919,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
3329,MEDIUM,HIGH,HIGH,"Action,Comedy,Shounen",MEDIUM
1163,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy",HIGH
4338,MEDIUM,MEDIUM,MEDIUM,"Fantasy,Sci-Fi",MEDIUM
901,HIGH,HIGH,HIGH,"Drama,School,Sci-Fi",MEDIUM
2585,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy",MEDIUM
3830,MEDIUM,HIGH,MEDIUM,Comedy,MEDIUM
4283,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen,Supernatural",MEDIUM
1229,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
4987,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama",MEDIUM
6024,LOW,LOW,LOW,"Action,Adventure,Shounen",MEDIUM
2381,MEDIUM,MEDIUM,MEDIUM,"Action,Fantasy,Shounen",MEDIUM
4687,LOW,LOW,LOW,"Action,Adventure,Comedy,Romance,Shounen",MEDIUM
987,HIGH,HIGH,HIGH,"Action,Comedy,Fantasy,Romance,School,Shounen,Supernatural",HIGH
6435,LOW,MEDIUM,LOW,"Adventure,Fantasy",MEDIUM
109,MEDIUM,HIGH,HIGH,"Adventure,Drama,Fantasy",MEDIUM
1984,MEDIUM,HIGH,HIGH,"Action,Comedy,School,Shounen",MEDIUM
1367,MEDIUM,MEDIUM,MEDIUM,"Action,Sci-Fi",MEDIUM
2529,LOW,LOW,LOW,Drama,MEDIUM
1784,MEDIUM,MEDIUM,MEDIUM,"Drama,Fantasy,Sci-Fi",MEDIUM
81,MEDIUM,MEDIUM,HIGH,"Comedy,Romance",MEDIUM
2107,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
6725,LOW,MEDIUM,LOW,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
6558,LOW,LOW,MEDIUM,"Adventure,Comedy,Fantasy,Sci-Fi,Shounen",MEDIUM
6555,LOW,MEDIUM,MEDIUM,"Adventure,Comedy",MEDIUM
1980,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
6427,MEDIUM,MEDIUM,MEDIUM,School,MEDIUM
5695,MEDIUM,MEDIUM,MEDIUM,Sci-Fi,MEDIUM
854,MEDIUM,HIGH,HIGH,"Comedy,Shounen,Supernatural",MEDIUM
2182,MEDIUM,HIGH,MEDIUM,"Comedy,Romance",MEDIUM
4628,MEDIUM,MEDIUM,MEDIUM,Shounen,MEDIUM
210,MEDIUM,MEDIUM,MEDIUM,"Comedy,School,Shounen",MEDIUM
4430,MEDIUM,HIGH,HIGH,"Comedy,Shounen,Supernatural",MEDIUM
1946,MEDIUM,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
2543,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Romance,Sci-Fi",MEDIUM
2422,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,Sci-Fi",MEDIUM
1977,MEDIUM,HIGH,HIGH,"Comedy,Romance,School",MEDIUM
888,MEDIUM,HIGH,HIGH,"Action,Shounen",MEDIUM
1130,MEDIUM,HIGH,HIGH,"Action,Shounen",MEDIUM
2372,MEDIUM,MEDIUM,MEDIUM,"Adventure,Fantasy,Sci-Fi,Shounen",MEDIUM
2376,MEDIUM,MEDIUM,MEDIUM,"Adventure,Sci-Fi,Shounen",MEDIUM
4785,LOW,MEDIUM,LOW,"Action,Romance,Sci-Fi",MEDIUM
4370,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Supernatural",MEDIUM
4277,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
4962,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Drama,Shounen",MEDIUM
1285,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
2147,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Fantasy,School",MEDIUM
6836,LOW,LOW,LOW,"Fantasy,Romance",MEDIUM
476,MEDIUM,HIGH,HIGH,"Comedy,Fantasy",MEDIUM
86,HIGH,HIGH,HIGH,"Action,Fantasy",MEDIUM
571,MEDIUM,HIGH,HIGH,"Comedy,Romance,Supernatural",MEDIUM
650,HIGH,HIGH,HIGH,"Action,Adventure",MEDIUM
1513,MEDIUM,MEDIUM,HIGH,"Action,Adventure,Shounen",MEDIUM
6776,LOW,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM
4403,LOW,LOW,LOW,"Comedy,School",MEDIUM
2108,MEDIUM,HIGH,HIGH,"Comedy,Sci-Fi",MEDIUM
6361,LOW,LOW,LOW,"Adventure,Comedy,Fantasy",MEDIUM
1125,MEDIUM,MEDIUM,MEDIUM,Shounen,MEDIUM
3016,MEDIUM,HIGH,HIGH,Shounen,MEDIUM
1843,HIGH,HIGH,HIGH,Comedy,MEDIUM
2405,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
3005,MEDIUM,MEDIUM,MEDIUM,"Sci-Fi,Shounen",MEDIUM
2953,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Sci-Fi",MEDIUM
2181,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
2284,HIGH,HIGH,HIGH,"Drama,Romance",MEDIUM
1972,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
1041,MEDIUM,MEDIUM,MEDIUM,"Adventure,Shounen,Supernatural",MEDIUM
5205,LOW,MEDIUM,MEDIUM,Comedy,MEDIUM
1351,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM
1803,MEDIUM,HIGH,MEDIUM,"Action,Sci-Fi",MEDIUM
694,HIGH,HIGH,HIGH,"Drama,Romance,School",MEDIUM
1750,MEDIUM,HIGH,HIGH,"Action,Drama",MEDIUM
5138,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Fantasy,Shounen",MEDIUM
1752,MEDIUM,HIGH,HIGH,Supernatural,MEDIUM
1409,HIGH,HIGH,HIGH,"Comedy,School",MEDIUM
3432,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
4405,LOW,MEDIUM,MEDIUM,"Action,Fantasy",MEDIUM
4810,LOW,LOW,LOW,Drama,MEDIUM
6228,LOW,MEDIUM,MEDIUM,"Adventure,Comedy,Drama,Fantasy,Romance",MEDIUM
2260,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
3704,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure",MEDIUM
3020,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi,Shounen",MEDIUM
6552,LOW,MEDIUM,LOW,"Comedy,Drama",MEDIUM
855,MEDIUM,HIGH,MEDIUM,"Comedy,Romance,School",MEDIUM
1801,HIGH,HIGH,HIGH,Action,MEDIUM
2403,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Shounen",MEDIUM
2980,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Fantasy,Sci-Fi",MEDIUM
2549,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Drama,Sci-Fi",MEDIUM
6471,LOW,LOW,LOW,"Adventure,Comedy",MEDIUM
2023,MEDIUM,MEDIUM,HIGH,"Action,Adventure,Comedy,Fantasy,Sci-Fi,Shounen",MEDIUM
3129,MEDIUM,MEDIUM,MEDIUM,"Drama,Fantasy,Romance,Supernatural",MEDIUM
6424,LOW,MEDIUM,MEDIUM,Drama,MEDIUM
1209,MEDIUM,HIGH,HIGH,"Comedy,Romance,Shounen,Supernatural",MEDIUM
3163,MEDIUM,MEDIUM,MEDIUM,"Action,Sci-Fi,Shounen",MEDIUM
3366,MEDIUM,MEDIUM,MEDIUM,"Drama,Shounen",MEDIUM
1748,MEDIUM,HIGH,HIGH,"Comedy,Drama,Fantasy",MEDIUM
5410,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
928,MEDIUM,HIGH,HIGH,"Fantasy,Supernatural",MEDIUM
6475,LOW,LOW,LOW,Shounen,MEDIUM
3368,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,Supernatural",MEDIUM
1244,HIGH,HIGH,HIGH,"Romance,School",MEDIUM
1240,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance",MEDIUM
6646,LOW,MEDIUM,MEDIUM,"Comedy,Fantasy",MEDIUM
652,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy",MEDIUM
4886,LOW,LOW,LOW,Adventure,MEDIUM
2929,LOW,MEDIUM,MEDIUM,"Action,Adventure",MEDIUM
2024,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM
73,HIGH,HIGH,HIGH,"Action,Comedy",MEDIUM
490,MEDIUM,HIGH,HIGH,Comedy,MEDIUM
3169,MEDIUM,MEDIUM,MEDIUM,"Action,Fantasy",MEDIUM
3370,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi",MEDIUM
63,MEDIUM,HIGH,HIGH,Drama,MEDIUM
3306,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Sci-Fi",MEDIUM
64,HIGH,HIGH,HIGH,"Drama,Romance,Supernatural",HIGH
634,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM
2474,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama,Sci-Fi",MEDIUM
2190,MEDIUM,HIGH,HIGH,"Drama,Romance,Supernatural",MEDIUM
6171,LOW,LOW,LOW,Comedy,MEDIUM
6309,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Drama,Fantasy,Romance",MEDIUM
6570,LOW,LOW,LOW,"Comedy,Fantasy",MEDIUM
6099,LOW,LOW,LOW,"Comedy,Fantasy,Sci-Fi,Shounen",MEDIUM
731,MEDIUM,HIGH,HIGH,"Adventure,Fantasy",MEDIUM
2247,MEDIUM,HIGH,HIGH,"Action,Comedy,Fantasy",MEDIUM
2956,MEDIUM,MEDIUM,HIGH,"Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM
3262,MEDIUM,MEDIUM,MEDIUM,"Action,Fantasy,Romance,Sci-Fi",MEDIUM
3268,MEDIUM,MEDIUM,MEDIUM,"Fantasy,Sci-Fi",MEDIUM
4804,MEDIUM,MEDIUM,MEDIUM,"Comedy,Romance,Shounen",MEDIUM
6378,LOW,MEDIUM,MEDIUM,"Adventure,Drama",MEDIUM
4721,LOW,LOW,LOW,"Drama,Romance",MEDIUM
893,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen",MEDIUM
5478,MEDIUM,MEDIUM,MEDIUM,Supernatural,MEDIUM
1307,HIGH,HIGH,HIGH,"Action,Drama,Fantasy",HIGH
2654,MEDIUM,MEDIUM,MEDIUM,Supernatural,MEDIUM
1526,HIGH,HIGH,HIGH,"Action,Fantasy,School",MEDIUM
1619,HIGH,HIGH,HIGH,"Comedy,Fantasy,Romance",HIGH
98,HIGH,HIGH,HIGH,"Comedy,Romance",MEDIUM
3213,LOW,LOW,LOW,Comedy,MEDIUM
3175,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM
6568,LOW,MEDIUM,LOW,Comedy,MEDIUM
4297,LOW,MEDIUM,MEDIUM,"Comedy,Drama,Romance,Shounen,Supernatural",MEDIUM
3216,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Sci-Fi",MEDIUM
1133,MEDIUM,HIGH,HIGH,"Comedy,Romance,Shounen,Supernatural",MEDIUM
1070,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Shounen,Supernatural",MEDIUM
1324,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
3025,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi,Shounen",MEDIUM
5041,LOW,LOW,LOW,"Adventure,Comedy,Drama,Romance",MEDIUM
618,MEDIUM,HIGH,MEDIUM,"Action,Adventure,Drama,Fantasy,Shounen",MEDIUM
2008,MEDIUM,HIGH,HIGH,"Comedy,Fantasy",MEDIUM
3344,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Romance",MEDIUM
1122,MEDIUM,HIGH,HIGH,"Comedy,School,Shounen",MEDIUM
3340,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Drama,Romance,Supernatural",MEDIUM
2855,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM
2044,MEDIUM,HIGH,HIGH,"Romance,Supernatural",MEDIUM
1083,MEDIUM,HIGH,HIGH,Shounen,MEDIUM
2508,MEDIUM,MEDIUM,MEDIUM,Drama,MEDIUM
