	Unnamed: 0	anime_ids	name	genre	type	episodes	rating	members
1294	1294	51	Bleach Movie 1: Memories of Nobody	Category 1,Category 4	Movie	1	7.58	151598
1295	1295	1278	Brave Story	Category 8,Category 1,Category 4	Movie	1	7.58	24523
1296	1296	3162	Candy Candy	Category 5,Category 2	TV	115	7.58	11893
1297	1297	989	Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars	Category 2,Category 5	Special	1	7.58	31808
1298	1298	3107	Cross Road	Category 5,Category 2	Special	1	7.58	23038
1299	1299	26	Fate/stay night	Category 8,Category 1,Category 2	TV	24	7.58	374880
1300	1300	514	Fate/stay night Movie: Unlimited Blade Works	Category 8,Category 1	Movie	1	7.58	110983
1301	1301	5292	Grimm Masterpiece Theater II	Category 8,Category 4,Category 5	TV	23	7.58	1169
1302	1302	4719	Hetalia: The World Twinkle	Category 1,Category 5	ONA	15	7.58	15872
1303	1303	2084	Level E	Category 6,Category 4,Category 5	TV	13	7.58	55252
1304	1304	1885	Naruto x UT	Category 1,Category 4,Category 5	OVA	1	7.58	23465
1305	1305	7250	Taiyou no Kiba Dagram	Category 6,Category 4,Category 2	TV	75	7.58	1825
1306	1306	870	The iDOLM@STER: 765 Pro to Iu Monogatari	Category 3,Category 2,Category 5	Special	1	7.58	13342
1307	1307	4358	Uchuu no Kishi Tekkaman Blade	Category 6,Category 1,Category 4,Category 2	TV	49	7.58	8546
1308	1308	804	Amagami SS	Category 2,Category 5	TV	25	7.57	157223
1309	1309	150	Boku wa Tomodachi ga Sukunai	Category 1,Category 2,Category 5	TV	12	7.57	325664
1310	1310	1187	Chobits	Category 6,Category 1,Category 2,Category 5	TV	26	7.57	266846
1311	1311	1220	Chrome Shelled Regios	Category 4,Category 2,Category 1,Category 8,Category 6	TV	24	7.57	103615
1312	1312	938	Dareka no Manazashi	Category 5,Category 2	Movie	1	7.57	28138
1313	1313	4723	Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata	Category 4,Category 7	OVA	1	7.57	7187
1314	1314	6472	Doraemon Movie 21: Nobita no Taiyou Ou Densetsu	Category 8,Category 1,Category 4,Category 5	Movie	1	7.57	1970
1315	1315	920	Hakkenden: Touhou Hakken Ibun	Category 8,Category 1,Category 2	TV	13	7.57	61017
1316	1316	107	Hakuouki	Category 8,Category 1,Category 2	TV	12	7.57	90612
1317	1317	2009	Heppoko Jikken Animation Excel♥Saga	Category 6,Category 4,Category 5	TV	26	7.57	68198
1318	1318	495	Kore wa Zombie Desu ka? OVA	Category 8,Category 1,Category 5	OVA	2	7.57	73826
1319	1319	2412	Mardock Scramble: The Third Exhaust	Category 6,Category 1,Category 7	Movie	1	7.57	20459
1320	1320	1360	Minami-ke Betsubara	Category 5	OVA	1	7.57	21534
1321	1321	2428	Nisekoi OVA	Category 4,Category 2,Category 5	OVA	3	7.57	65287
1322	1322	2418	Nodame Cantabile OVA	Category 3,Category 2,Category 5	OVA	1	7.57	17667
1323	1323	1201	Paniponi Dash!	Category 2,Category 5	TV	26	7.57	38532
1324	1324	1543	Rozen Maiden	Category 8,Category 1,Category 2,Category 5	TV	12	7.57	128688
1325	1325	2221	Saki	Category 3,Category 2,Category 5	TV	25	7.57	55970
1326	1326	85	Sengoku Basara	Category 1,Category 4	TV	12	7.57	93940
1327	1327	5975	Shashinkan	Category 1,Category 2,Category 5	Movie	1	7.57	1910
1328	1328	4742	Super GALS! Kotobuki Ran	Category 2,Category 5	TV	52	7.57	10369
1329	1329	2137	The Big O	Category 1,Category 7,Category 6	TV	26	7.57	45843
1330	1330	3540	Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!	Category 6,Category 4,Category 5	Movie	2	7.57	8079
1331	1331	1390	Yu☆Gi☆Oh! Duel Monsters	Category 3,Category 4	TV	224	7.57	132099
1332	1332	4924	Aria The Natural: Sono Futatabi Deaeru Kiseki ni...	Category 8,Category 5,Category 4,Category 6	Special	1	7.56	10069
1333	1333	1592	Carnival Phantasm EX Season	Category 8,Category 5	OVA	1	7.56	22955
1334	1334	1716	Charlotte: Tsuyoi Monotachi	Category 4,Category 2	Special	1	7.56	39137
1335	1335	5028	City Hunter: The Secret Service	Category 1,Category 4,Category 7,Category 5	Special	1	7.56	2956
1336	1336	1683	Date A Live Movie: Mayuri Judgment	Category 6,Category 2,Category 5	Movie	1	7.56	48673
1337	1337	4855	Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!	Category 7,Category 4,Category 5	OVA	1	7.56	8436
1338	1338	6347	Doraemon Movie 26: Nobita no Kyouryuu 2006	Category 4,Category 5	Movie	1	7.56	2262
1339	1339	2796	Genshiken Nidaime	Category 5	TV	13	7.56	29952
1340	1340	4744	Gokinjo Monogatari	Category 2,Category 5	TV	50	7.56	7279
1341	1341	2356	Hetalia Axis Powers Fan Disc	Category 1,Category 5	OVA	3	7.56	8070
1342	1342	2620	Higashi no Eden: Falling Down	Category 3	Music	1	7.56	9881
1343	1343	539	Higurashi no Naku Koro ni Rei	Category 8,Category 7,Category 5	OVA	5	7.56	99463
1344	1344	1854	Kara no Kyoukai: Mirai Fukuin - Extra Chorus	Category 8,Category 7,Category 1,Category 2	Special	1	7.56	14891
1345	1345	6501	Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!	Category 5	Movie	1	7.56	2048
1346	1346	2499	Mobile Suit Gundam II: Soldiers of Sorrow	Category 6,Category 1,Category 2	Movie	1	7.56	11325
1347	1347	7321	Momoko, Kaeru no Uta ga Kikoeru yo.	Category 5,Category 2	Movie	1	7.56	1113
1348	1348	5148	Nihon Animator Mihonichi	Category 3,Category 7,Category 2,Category 1,Category 5,Category 8,Category 6	ONA	35	7.56	16942
1349	1349	3858	Saiyuuki Reload Gunlock	Category 4,Category 2,Category 1,Category 5,Category 8	TV	26	7.56	11233
1350	1350	4278	Simoun	Category 8,Category 6,Category 2,Category 10	TV	26	7.56	24664
1351	1351	1949	Sugar Sugar Rune	Category 8,Category 2	TV	51	7.56	16484
1352	1352	3200	Tanoshii Muumin Ikka Bouken Nikki	Category 8,Category 4,Category 5	TV	26	7.56	2740
1353	1353	1602	Tasogare Otome x Amnesia: Taima Otome	Category 8,Category 4,Category 2,Category 7	Special	1	7.56	38176
1354	1354	1327	Tenshi no Tamago	Category 8,Category 2,Category 7	OVA	1	7.56	35634
1355	1355	1218	Tetsuwan Birdy Decode	Category 6,Category 1,Category 5	TV	13	7.56	50384
1356	1356	2229	Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara	Category 1,Category 4,Category 6	OVA	1	7.56	37609
1357	1357	6111	Waga Seishun no Arcadia: Mugen Kidou SSX	Category 6,Category 1,Category 4,Category 2	TV	22	7.56	2587
1358	1358	1266	X	Category 8,Category 1,Category 4,Category 2	TV	24	7.56	51004
1359	1359	3205	Zipang	Category 6,Category 1,Category 2	TV	26	7.56	8630
1360	1360	1825	AKB0048	Category 3,Category 6	TV	13	7.55	37763
1361	1361	1838	Aoki Hagane no Arpeggio: Ars Nova	Category 1,Category 6	TV	12	7.55	84708
1362	1362	1241	Blood Lad	Category 8,Category 1,Category 5	TV	10	7.55	241513
1363	1363	1379	Captain Harlock	Category 6,Category 1,Category 2	Movie	1	7.56	25484
1364	1364	5027	City Hunter: Hyakuman Dollar no Inbou	Category 1,Category 4,Category 7,Category 5	OVA	1	7.55	2881
1365	1365	1418	Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara	Category 1,Category 6	Movie	1	7.55	39669
1366	1366	1259	Danna ga Nani wo Itteiru ka Wakaranai Ken	Category 1,Category 5	TV	13	7.55	122271
1367	1367	1658	Date A Live: Date to Date	Category 6,Category 2,Category 5	OVA	1	7.55	68328
1368	1368	1315	Dragon Ball Z Movie 15: Fukkatsu no F	Category 8,Category 1,Category 4,Category 5	Movie	1	7.55	41051
1369	1369	778	ef: A Tale of Memories. - Recollections	Category 7,Category 2	Special	1	7.55	9125
1370	1370	760	Full Metal Panic! The Second Raid Episode 000	Category 1,Category 4,Category 6	Special	1	7.55	25423
1371	1371	280	God Eater	Category 8,Category 1,Category 6	TV	13	7.55	192433
1372	1372	1626	Gunslinger Girl	Category 6,Category 1,Category 7,Category 2	TV	13	7.55	106865
1373	1373	6031	Hi no Ame ga Furu	Category 1,Category 2	Movie	1	7.55	513
1374	1374	1616	Himouto! Umaru-chan	Category 1,Category 2,Category 5	TV	12	7.55	158041
1375	1375	5038	Hokuto no Ken Zero: Kenshirou Den	Category 1	Movie	1	7.55	4278
1376	1376	2047	Joshiraku	Category 5	TV	13	7.55	51084
1377	1377	1407	Kaichou wa Maid-sama!: Omake dayo!	Category 2,Category 5	Special	1	7.55	52752
1378	1378	3728	Kaikan Phrase	Category 3,Category 2	TV	44	7.55	8142
1379	1379	102	Kuroshitsuji II	Category 8,Category 1,Category 4,Category 5	TV	12	7.55	234955
1380	1380	3560	Lodoss-tou Senki	Category 8,Category 1,Category 4	OVA	13	7.55	28462
1381	1381	6216	Lupin III: Otakara Henkyaku Daisakusen!!	Category 4,Category 5	Special	1	7.55	2871
1382	1382	3765	Maria-sama ga Miteru Specials	Category 10,Category 5,Category 2	Special	7	7.55	6085
1383	1383	6928	Masuda Kousuke Gekijou Gag Manga Biyori 2	Category 5	TV	12	7.55	1846
1384	1384	2502	Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future	Category 6,Category 2	OVA	1	7.55	16102
1385	1385	5016	Mobile Suit Gundam Unicorn RE:0096	Category 6,Category 1,Category 2	TV	22	7.56	9767
1386	1386	744	One Piece: Romance Dawn Story	Category 8,Category 1,Category 4,Category 5	OVA	1	7.55	21306
1387	1387	552	Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru	Category 2,Category 5	TV	10	7.55	179569
1388	1388	1937	RahXephon	Category 3,Category 7,Category 2,Category 1,Category 6	TV	26	7.55	66751
1389	1389	412	Shinryaku!! Ika Musume	Category 4,Category 5	OVA	3	7.55	13456
1390	1390	2006	Sunabouzu	Category 6,Category 1,Category 4,Category 5	TV	24	7.55	65516
1391	1391	1802	Tegamibachi: Hikari to Ao no Gensou Yawa	Category 8,Category 4,Category 5	Special	1	7.55	10903
1392	1392	266	Tonari no Seki-kun Specials	Category 1,Category 2,Category 5	Special	2	7.55	14248
1393	1393	1509	True Tears	Category 2	TV	13	7.55	118644
1394	1394	802	&quot;Bungaku Shoujo&quot; Memoire	Category 2	OVA	3	7.54	18013
1395	1395	1947	Bobobo-bo Bo-bobo	Category 6,Category 4,Category 5	TV	76	7.54	39041
1396	1396	5	Bokura ga Ita	Category 5,Category 2	TV	26	7.54	125051
1397	1397	6360	Chou Denji Machine Voltes V	Category 6,Category 1,Category 4,Category 2	TV	40	7.54	3201
1398	1398	5293	Chouyaku Hyakuninisshu: Uta Koi.	Category 1,Category 2	TV	13	7.54	15661
1399	1399	3389	Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama	Category 6,Category 1,Category 5	Special	1	7.54	7542
1400	1400	190	Date A Live	Category 6,Category 2,Category 5	TV	12	7.54	301358
1401	1401	6559	Doraemon Movie 28: Nobita to Midori no Kyojin Den	Category 8,Category 4,Category 5	Movie	1	7.54	1651
1402	1402	1880	Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru	Category 8,Category 6,Category 4,Category 5	Movie	1	7.54	50607
1403	1403	567	Fairy Tail x Rave	Category 8,Category 1,Category 4,Category 5	OVA	1	7.54	51844
1404	1404	4448	Future GPX Cyber Formula	Category 3,Category 4,Category 6	TV	37	7.54	2707
1405	1405	3090	Hime-chan no Ribbon	Category 8,Category 2,Category 5	TV	61	7.54	3589
1406	1406	5032	Hokuto no Ken: Raoh Gaiden Junai-hen	Category 1,Category 4	Movie	1	7.54	4907
1407	1407	3705	Initial D Extra Stage 2	Category 1,Category 3,Category 2	OVA	1	7.54	11468
1408	1408	1754	Karas	Category 8,Category 1,Category 6	OVA	6	7.54	44108
1409	1409	6019	Nanatsu no Umi no Tico	Category 4,Category 5	TV	39	7.54	2123
1410	1410	1103	Ookiku Furikabutte: Natsu no Taikai-hen Special	Category 3,Category 5	Special	1	7.54	4786
1411	1411	5193	Puchi Puri Yuushi	Category 8,Category 2,Category 5	TV	26	7.54	8030
1412	1412	3857	Saiyuuki Reload	Category 4,Category 2,Category 1,Category 5,Category 8	TV	25	7.54	16298
1413	1413	677	Shigurui	Category 1,Category 2	TV	12	7.54	50091
1414	1414	319	Super Lovers	Category 9,Category 2,Category 5	TV	10	7.54	36781
1415	1415	3009	Tamayura: More Aggressive	Category 2,Category 5	TV	12	7.54	10901
1416	1416	2138	Tenchi Muyou!	Category 6,Category 4,Category 2,Category 5	TV	26	7.54	38372
1417	1417	871	Tiger &amp; Bunny Movie 1: The Beginning	Category 1,Category 4,Category 7,Category 5	Movie	1	7.54	13716
1418	1418	1120	Toradora!: Bentou no Gokui	Category 2,Category 5	Special	1	7.54	71433
1419	1419	3305	Vandread: The Second Stage	Category 6,Category 1,Category 4,Category 5	TV	13	7.54	36264
1420	1420	4339	Wangan Midnight	Category 1,Category 3	TV	26	7.54	10058
1421	1421	1050	Aoki Densetsu Shoot!	Category 3,Category 4,Category 2,Category 1,Category 5	TV	58	7.53	6937
1422	1422	1064	Ashita no Joe 2 (Movie)	Category 3,Category 2	Movie	1	7.53	1396
1423	1423	717	Cowboy Bebop: Yose Atsume Blues	Category 4,Category 2,Category 1,Category 5,Category 6	Special	1	7.53	19565
1424	1424	2060	Gundam Build Fighters Try	Category 1,Category 6	TV	25	7.53	17946
1425	1425	1742	Hiyokoi	Category 2	Special	1	7.53	51072
1426	1426	589	Hoshi no Koe	Category 6,Category 2	OVA	1	7.53	85492
1427	1427	196	Kamisama no Inai Nichiyoubi	Category 8,Category 7	TV	12	7.53	122031
1428	1428	2189	Magic Knight Rayearth	Category 4,Category 2,Category 5,Category 8,Category 6	TV	20	7.53	34141
1429	1429	841	Mayo Chiki!	Category 2,Category 5	TV	13	7.53	192219
1430	1430	516	Naruto: Shippuuden Movie 4 - The Lost Tower	Category 1,Category 4,Category 5	Movie	1	7.53	84527
1431	1431	4287	Nitaboh	Category 1,Category 3	Movie	1	7.53	4413
1432	1432	1763	Pale Cocoon	Category 6,Category 2	OVA	1	7.53	44030
1433	1433	157	Sankarea	Category 4,Category 7,Category 2,Category 5,Category 8	TV	12	7.53	222657
1434	1434	997	Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai	Category 2,Category 5	TV	12	7.53	193822
1435	1435	4594	Shin Chou Kyou Ryo: Condor Hero	Category 1,Category 4,Category 2	TV	26	7.53	4777
1436	1436	1813	Towa no Quon 1: Utakata no Kaben	Category 8,Category 1,Category 4	Movie	1	7.53	33550
1437	1437	1817	Towa no Quon 2: Konton no Ranbu	Category 8,Category 1,Category 4,Category 7	Movie	1	7.53	20132
1438	1438	993	Trinity Seven OVA	Category 8,Category 1,Category 2,Category 5	OVA	1	7.53	38197
1439	1439	1410	UN-GO	Category 8,Category 7	TV	11	7.53	84499
1440	1440	167	Uta no☆Prince-sama♪ Maji Love 2000%	Category 3,Category 2,Category 5	TV	13	7.53	61551
1441	1441	78	Vampire Knight Guilty	Category 8,Category 7,Category 2	TV	13	7.53	198492
1442	1442	1014	Whistle!	Category 3,Category 4,Category 2	TV	39	7.53	8040
1443	1443	4274	Yomigaeru Sora: Rescue Wings	Category 6,Category 1,Category 2	TV	12	7.53	6871
1444	1444	3538	Angel Densetsu	Category 1,Category 2,Category 5	OVA	2	7.52	10795
1445	1445	445	Black Cat	Category 6,Category 4,Category 5	TV	23	7.52	150512
1446	1446	6092	Flanders no Inu	Category 1,Category 2,Category 5	TV	52	7.52	2411
1447	1447	4220	Fuse: Teppou Musume no Torimonochou	Category 8,Category 1,Category 2	Movie	1	7.52	13412
1448	1448	4449	Future GPX Cyber Formula 11	Category 6,Category 3,Category 4,Category 2	OVA	6	7.52	1116
1449	1449	2805	Ghost in the Shell: Arise - Border:3 Ghost Tears	Category 7,Category 6	Movie	1	7.52	21648
1450	1450	6376	Glass no Kamen	Category 2	TV	23	7.52	4218
1451	1451	3028	Harmonie	Category 8,Category 2	Movie	1	7.52	29029
1452	1452	3296	Kamikaze Kaitou Jeanne	Category 4,Category 7,Category 2,Category 5,Category 8	TV	44	7.52	31081
1453	1453	43	Kanojo to Kanojo no Neko	Category 7,Category 2,Category 5	OVA	1	7.52	53463
1454	1454	3295	Kowarekake no Orgel (Movie)	Category 6,Category 3,Category 2,Category 5	Movie	1	7.52	9404
1455	1455	2072	Kure-nai	Category 1,Category 2,Category 5	TV	12	7.52	59099
1456	1456	1191	Mahou Shoujo Lyrical Nanoha	Category 4,Category 2,Category 1,Category 5,Category 8	TV	13	7.52	62582
1457	1457	1622	Nanatsu no Taizai: Seisen no Shirushi	Category 8,Category 1,Category 4,Category 5	TV	4	7.52	81154
1458	1458	2996	Nijiiro Days	Category 2,Category 5	TV	24	7.52	57920
1459	1459	3076	Ojamajo Doremi Dokkaan!	Category 8,Category 2,Category 5	TV	51	7.52	5971
1460	1460	4232	Oruchuban Ebichu	Category 1,Category 5	TV	24	7.52	21109
1461	1461	5771	Otona Joshi no Anime Time	Category 5,Category 2	Special	4	7.52	11268
1462	1462	429	Outbreak Company	Category 8,Category 5	TV	12	7.52	131520
1463	1463	2758	Persona 4 the Animation: The Factor of Hope	Category 8,Category 4,Category 2,Category 7	Movie	1	7.52	10757
1464	1464	2404	Pokemon XY	Category 8,Category 1,Category 4,Category 5	TV	93	7.52	30722
1465	1465	3178	Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!	Category 4,Category 5	Movie	1	7.52	12418
1466	1466	2572	Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu	Category 2,Category 5	Special	1	7.52	12097
1467	1467	3069	Scrapped Princess	Category 4,Category 2,Category 5,Category 8,Category 6	TV	24	7.52	54575
1468	1468	1227	Seitokai no Ichizon	Category 2,Category 5	TV	12	7.52	110470
1469	1469	1679	Selector Spread WIXOSS	Category 3,Category 7	TV	12	7.52	42918
1470	1470	473	Slayers Evolution-R	Category 8,Category 4,Category 5	TV	13	7.52	20508
1471	1471	4824	Taiho Shichau zo: Second Season	Category 1,Category 4,Category 7,Category 5	TV	26	7.52	5387
1472	1472	1682	Tales of Zestiria: Doushi no Yoake	Category 8	Special	1	7.52	23484
1473	1473	3021	Tenchi Muyou! in Love	Category 4,Category 2,Category 1,Category 5,Category 6	Movie	1	7.52	14318
1474	1474	284	Tokyo Ghoul √A	Category 8,Category 1,Category 7,Category 2	TV	12	7.52	408357
1475	1475	2390	Yu☆Gi☆Oh! 5D&#039;s	Category 1,Category 4,Category 3	TV	154	7.52	47119
1476	1476	1864	Yuuki Yuuna wa Yuusha de Aru	Category 8,Category 5,Category 2	TV	12	7.52	59192
1477	1477	6282	Ajin Part 2: Shoutotsu	Category 8,Category 1,Category 7	Movie	1	7.51	11377
1478	1478	1054	Busou Renkin	Category 4,Category 2,Category 1,Category 5,Category 8	TV	26	7.51	104607
1479	1479	5026	City Hunter: Bay City Wars	Category 1,Category 4,Category 7,Category 5	Movie	1	7.51	2969
1480	1480	5476	Detective Conan Bonus File: Fantasista Flower	Category 7,Category 4,Category 3,Category 5	OVA	1	7.51	4596
1481	1481	5473	Detective Conan OVA 11: A Secret Order from London	Category 7,Category 4,Category 5	OVA	1	7.51	5985
1482	1482	6470	Doraemon Movie 05: Nobita no Makai Daibouken	Category 8	Movie	1	7.51	1321
1483	1483	1422	Garo: Honoo no Kokuin	Category 8,Category 1	TV	24	7.51	64214
1484	1484	2213	Hidamari Sketch	Category 2,Category 5	TV	12	7.51	42998
1485	1485	4680	Honoo no Toukyuuji: Dodge Danpei	Category 3,Category 5	TV	47	7.51	2214
1486	1486	4428	Joshiraku OVA	Category 5	OVA	1	7.51	9358
1487	1487	3683	Kamichama Karin	Category 8,Category 2,Category 5	TV	26	7.51	30747
1488	1488	3526	Kamichu!	Category 8,Category 2,Category 5	TV	12	7.51	33053
1489	1489	3854	Little Nemo	Category 8,Category 4	Movie	1	7.51	4886
1490	1490	4637	Maria-sama ga Miteru 3rd Specials	Category 5	Special	5	7.51	5072
1491	1491	4638	Maria-sama ga Miteru: Haru Specials	Category 10,Category 5,Category 2	Special	6	7.51	5554
1492	1492	563	Mirai Nikki	Category 8,Category 1,Category 4	OVA	1	7.51	114217
1493	1493	5778	Moonlight Mile 2nd Season: Touch Down	Category 6,Category 4,Category 2	TV	14	7.51	2758
1494	1494	531	Neon Genesis Evangelion: Death &amp; Rebirth	Category 6,Category 7,Category 2	Movie	1	7.51	102093
1495	1495	2146	Oban Star-Racers	Category 4,Category 6	TV	26	7.51	24156
1496	1496	861	Papa no Iukoto wo Kikinasai!	Category 2,Category 5	TV	12	7.51	97674
1497	1497	6043	Raiyantsuuri no Uta	Category 1,Category 2	Movie	1	7.51	465
1498	1498	874	Rurouni Kenshin Special	Category 1,Category 2	Special	1	7.51	9173
1499	1499	4783	Sakigake!! Otokojuku	Category 1,Category 4,Category 2,Category 5	TV	34	7.51	4740
1500	1500	4595	Shin Chou Kyou Ryo: Condor Hero II	Category 1,Category 4,Category 2	TV	26	7.51	2151
1501	1501	4816	Taiho Shichau zo	Category 1,Category 7,Category 5	OVA	4	7.51	8557
1502	1502	475	To LOVE-Ru OVA	Category 6,Category 4,Category 2,Category 5	OVA	6	7.51	79923
1503	1503	4210	Winter Sonata	Category 2	TV	26	7.51	13582
1504	1504	3806	Yama no Susume Second Season	Category 4,Category 5	TV	24	7.51	11413
1505	1505	565	Another: The Other - Inga	Category 7	OVA	1	7.5	86261
1506	1506	3470	Bartender	Category 1,Category 2,Category 5	TV	11	7.5	44394
1507	1507	4584	Chi&#039;s Sweet Home OVA	Category 4,Category 5	OVA	1	7.5	4852
1508	1508	4316	Cinderella Monogatari	Category 8,Category 4,Category 2	TV	26	7.5	3560
1509	1509	1250	Date A Live II	Category 6,Category 2,Category 5	TV	10	7.5	186187
1510	1510	6119	Dotto Koni-chan	Category 5	TV	26	7.5	1397
1511	1511	1104	Fullmetal Alchemist: The Sacred Star of Milos	Category 4,Category 2,Category 1,Category 5,Category 8,Category 6	Movie	1	7.5	87944
1512	1512	272	Gangsta.	Category 1,Category 2	TV	12	7.5	210752
1513	1513	2395	Gatchaman Crowds: Embrace	Category 4,Category 6	Special	1	7.5	10757
1514	1514	2722	Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)	Category 6,Category 5	TV	12	7.5	7582
1515	1515	3772	Hadashi no Gen 2	Category 1,Category 4,Category 2	Movie	1	7.5	4910
1516	1516	2439	Hibike! Euphonium: Kakedasu Monaka	Category 3,Category 2	Special	1	7.5	17770
1517	1517	4533	Karakuri Zoushi Ayatsuri Sakon	Category 7	TV	26	7.5	6197
1518	1518	366	Kaze no Stigma	Category 8,Category 1,Category 4,Category 2	TV	24	7.5	205338
1519	1519	4629	Kindaichi Shounen no Jikenbo Returns 2nd Season	Category 4,Category 7	TV	22	7.5	3676
1520	1520	2398	Kono Bijutsubu ni wa Mondai ga Aru!	Category 2,Category 5	TV	12	7.5	69088
1521	1521	6103	Lupin III: Part III	Category 1,Category 4,Category 5	TV	50	7.5	6883
1522	1522	2411	Mardock Scramble: The Second Combustion	Category 6,Category 1,Category 7	Movie	1	7.5	23866
1523	1523	3080	Marmalade Boy Movie	Category 2	Movie	1	7.5	5641
1524	1524	1068	Mnemosyne: Mnemosyne no Musume-tachi	Category 7,Category 1,Category 10,Category 8,Category 6	TV	6	7.5	96092
1525	1525	1175	Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Category 1,Category 4,Category 5	Movie	1	7.5	83515
1526	1526	283	Nisekoi:	Category 4,Category 2,Category 5	TV	12	7.5	180686
1527	1527	2415	Nodame Cantabile Special	Category 2,Category 5	Special	1	7.5	19570
1528	1528	1004	One Piece: Adventure of Nebulandia	Category 8,Category 1,Category 4,Category 5	Special	1	7.5	9777
1529	1529	3181	Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou	Category 8,Category 1,Category 4,Category 5	Movie	1	7.5	9597
1530	1530	1372	Sakasama no Patema: Beginning of the Day	Category 6	Special	4	7.5	16933
1531	1531	6213	Seikai no Senki Special	Category 1,Category 2,Category 6	Special	1	7.5	2216
1532	1532	1087	Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume	Category 5	OVA	1	7.5	19219
1533	1533	1291	Uchuu Show e Youkoso	Category 8,Category 4,Category 6	Movie	1	7.5	11368
1534	1534	2532	Yuu☆Yuu☆Hakusho: Eizou Hakusho II	Category 8,Category 1,Category 4,Category 5	OVA	4	7.5	6166
1535	1535	1098	Baka to Test to Shoukanjuu Specials	Category 8,Category 2,Category 5	Special	6	7.49	29923
1536	1536	1586	Ben-To	Category 1,Category 5	TV	12	7.49	146570
1537	1537	204	Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation	Category 1,Category 7	TV	13	7.49	298550
1538	1538	1319	Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me	Category 1,Category 5	TV	13	7.49	73285
1539	1539	4431	Doraemon	Category 8,Category 4,Category 5	TV	26	7.49	9366
1540	1540	1136	Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa	Category 8,Category 4	Special	1	7.49	34230
1541	1541	5152	Inazuma Eleven: Saikyou Gundan Ogre Shuurai	Category 3,Category 4	Movie	1	7.49	6392
1542	1542	4305	Kaze no Shoujo Emily	Category 1,Category 2	TV	26	7.49	2881
1543	1543	1743	Kowarekake no Orgel	Category 6,Category 3,Category 2,Category 5	OVA	1	7.49	24876
1544	1544	201	Love Lab	Category 2,Category 5	TV	13	7.49	79493
1545	1545	2197	Love Live! School Idol Project 2nd Season Recap	Category 3,Category 2,Category 5	OVA	1	7.5	3213
1546	1546	1788	Mai-Otome 0: S.ifr	Category 6	OVA	3	7.49	11171
1547	1547	5462	Maison Ikkoku: Kanketsu-hen	Category 2,Category 5	Movie	1	7.49	3109
1548	1548	4649	Mazinger Z	Category 6,Category 1,Category 4,Category 2	TV	92	7.49	5746
1549	1549	649	One Piece: Mamore! Saigo no Dai Butai	Category 8,Category 4,Category 5	Special	1	7.49	16495
1550	1550	442	Ore no Imouto ga Konnani Kawaii Wake ga Nai	Category 1,Category 5	TV	12	7.49	321477
1551	1551	1090	Pandora Hearts Specials	Category 5	Special	9	7.49	32103
1552	1552	3191	Saki Zenkoku-hen	Category 3,Category 2,Category 5	TV	13	7.49	19010
1553	1553	1437	Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru	Category 7	TV	12	7.49	99665
1554	1554	192	Senyuu.	Category 8,Category 1,Category 4,Category 5	TV	13	7.49	56815
1555	1555	769	Shakugan no Shana S	Category 8,Category 1,Category 2	OVA	4	7.49	53129
1556	1556	5629	Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots	Category 6,Category 2	OVA	1	7.49	2049
1557	1557	3752	Soukyuu no Fafner: Right of Left - Single Program	Category 6,Category 1,Category 2	Special	1	7.49	9482
1558	1558	2848	Strike Witches: Operation Victory Arrow	Category 8,Category 6,Category 1,Category 5	OVA	3	7.49	11203
1559	1559	5000	Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode	Category 2,Category 5	Special	1	7.49	2770
1560	1560	3024	Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!	Category 6,Category 4,Category 2,Category 5	OVA	1	7.49	8812
1561	1561	5642	Tibet Inu Monogatari	Category 4	Movie	1	7.49	2647
