id,insta_follower,tiktok,youtube,categories,price_category,avg_rating
4312,LOW,MEDIUM,MEDIUM,"Category 1,Category 2,Category 5",MEDIUM,7.73
462,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.73
2918,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 2,Category 5",MEDIUM,7.72
4781,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 3,Category 6",HIGH,7.72
1879,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 4,Category 5",LOW,7.72
2916,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 7",LOW,7.72
6980,LOW,LOW,LOW,"Category 4,Category 2",LOW,7.72
743,MEDIUM,HIGH,HIGH,"Category 3,Category 4",LOW,7.72
741,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 7",HIGH,7.72
524,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 6",LOW,7.72
3158,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 7,Category 5",HIGH,7.72
2934,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 1,Category 5,Category 8,Category 6",LOW,7.72
1146,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 3,Category 5",LOW,7.72
336,MEDIUM,MEDIUM,HIGH,"Category 8,Category 1,Category 2",LOW,7.72
1329,MEDIUM,MEDIUM,HIGH,"Category 6,Category 1,Category 2",HIGH,7.72
2026,MEDIUM,MEDIUM,HIGH,"Category 2,Category 5",HIGH,7.72
1820,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4",LOW,7.72
4821,LOW,MEDIUM,MEDIUM,"Category 4,Category 2,Category 1,Category 5,Category 6",MEDIUM,7.72
696,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 2,Category 5",MEDIUM,7.71
114,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",HIGH,7.71
344,HIGH,HIGH,HIGH,"Category 8,Category 2",MEDIUM,7.71
541,HIGH,HIGH,HIGH,"Category 1,Category 6",MEDIUM,7.71
794,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 5",LOW,7.71
2263,MEDIUM,HIGH,HIGH,"Category 8,Category 7",MEDIUM,7.71
1612,HIGH,HIGH,HIGH,"Category 5,Category 2,Category 7",MEDIUM,7.71
3856,MEDIUM,HIGH,MEDIUM,"Category 8,Category 4,Category 2,Category 5",MEDIUM,7.71
1095,MEDIUM,HIGH,HIGH,"Category 1,Category 3,Category 2",MEDIUM,7.71
1531,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 5",MEDIUM,7.71
5153,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 6",HIGH,7.71
5256,LOW,LOW,LOW,Category 5,MEDIUM,7.71
566,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 7",LOW,7.71
952,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 5,Category 2",LOW,7.71
4703,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 2",MEDIUM,7.71
4427,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4",LOW,7.71
1112,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4",LOW,7.71
1234,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 5",LOW,7.71
2511,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2",MEDIUM,7.71
177,HIGH,HIGH,HIGH,Category 2,HIGH,7.71
1959,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 6",HIGH,7.71
306,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 7,Category 2",HIGH,7.71
2119,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 5",MEDIUM,7.71
547,HIGH,HIGH,HIGH,"Category 6,Category 2,Category 5",HIGH,7.7
1452,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 2",HIGH,7.7
505,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",HIGH,7.7
162,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 5",MEDIUM,7.7
3663,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 6,Category 1,Category 2",HIGH,7.7
4450,LOW,LOW,LOW,"Category 6,Category 3,Category 4,Category 2",HIGH,7.7
2804,MEDIUM,HIGH,HIGH,"Category 7,Category 6",HIGH,7.7
380,HIGH,HIGH,HIGH,"Category 8,Category 2,Category 5",HIGH,7.7
3454,MEDIUM,MEDIUM,MEDIUM,Category 2,MEDIUM,7.7
1043,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",LOW,7.7
1686,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 4,Category 7",HIGH,7.7
433,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 5",MEDIUM,7.7
1816,HIGH,HIGH,HIGH,Category 7,HIGH,7.7
4245,MEDIUM,HIGH,MEDIUM,"Category 4,Category 2,Category 5",HIGH,7.7
6761,LOW,MEDIUM,MEDIUM,"Category 8,Category 1,Category 5",HIGH,7.69
417,HIGH,HIGH,HIGH,"Category 3,Category 2,Category 5",MEDIUM,7.7
1181,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",HIGH,7.7
3609,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4,Category 5",HIGH,7.7
3186,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4,Category 5",HIGH,7.7
1675,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 2",HIGH,7.7
1955,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 1,Category 5",HIGH,7.7
636,MEDIUM,HIGH,HIGH,"Category 4,Category 7,Category 2,Category 1,Category 8",LOW,7.7
3067,MEDIUM,HIGH,HIGH,"Category 6,Category 1,Category 4,Category 5",MEDIUM,7.7
6166,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 1,Category 4,Category 2",MEDIUM,7.7
1097,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 5",MEDIUM,7.7
1238,HIGH,HIGH,HIGH,"Category 10,Category 2,Category 5",MEDIUM,7.7
623,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 5",LOW,7.69
3052,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",MEDIUM,7.69
38,HIGH,HIGH,HIGH,"Category 1,Category 4,Category 3,Category 5",LOW,7.69
3536,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 2,Category 5",MEDIUM,7.69
258,HIGH,HIGH,HIGH,"Category 8,Category 4,Category 5",HIGH,7.69
1628,MEDIUM,HIGH,HIGH,"Category 2,Category 5",HIGH,7.69
6305,LOW,LOW,MEDIUM,"Category 1,Category 3,Category 2",HIGH,7.69
152,HIGH,HIGH,HIGH,"Category 8,Category 4,Category 2,Category 5",LOW,7.69
1030,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.69
655,MEDIUM,HIGH,HIGH,"Category 8,Category 3,Category 2,Category 5",HIGH,7.69
3335,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 2",MEDIUM,7.69
105,MEDIUM,HIGH,HIGH,"Category 8,Category 5",MEDIUM,7.69
2406,MEDIUM,MEDIUM,MEDIUM,Category 7,MEDIUM,7.69
237,HIGH,HIGH,HIGH,"Category 9,Category 2,Category 5",LOW,7.69
2286,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 6",LOW,7.69
3212,MEDIUM,HIGH,HIGH,"Category 8,Category 2,Category 5",HIGH,7.69
2420,MEDIUM,HIGH,MEDIUM,"Category 2,Category 5",LOW,7.69
1856,HIGH,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.69
684,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 2,Category 5",HIGH,7.69
5807,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",HIGH,7.69
728,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 6",HIGH,7.69
215,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",LOW,7.69
195,MEDIUM,HIGH,HIGH,"Category 8,Category 4",HIGH,7.69
252,HIGH,HIGH,HIGH,"Category 8,Category 5",LOW,7.68
2936,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 2",MEDIUM,7.68
1900,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 2",LOW,7.68
330,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 5",MEDIUM,7.68
443,HIGH,HIGH,HIGH,"Category 6,Category 1,Category 7",LOW,7.68
2022,MEDIUM,MEDIUM,HIGH,"Category 4,Category 1,Category 5,Category 8,Category 6",LOW,7.68
3298,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 2,Category 5",HIGH,7.68
4209,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 2,Category 5",MEDIUM,7.68
4266,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4",MEDIUM,7.68
850,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 7,Category 8,Category 6",HIGH,7.68
371,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 5,Category 8,Category 6",HIGH,7.68
1376,MEDIUM,HIGH,MEDIUM,"Category 8,Category 2,Category 5",HIGH,7.67
5029,LOW,MEDIUM,MEDIUM,"Category 4,Category 5",MEDIUM,7.67
5470,MEDIUM,MEDIUM,MEDIUM,"Category 7,Category 4,Category 5",MEDIUM,7.67
2986,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 2,Category 7,Category 8,Category 6",MEDIUM,7.67
220,HIGH,HIGH,HIGH,"Category 3,Category 2,Category 5",LOW,7.67
2868,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 7,Category 6",LOW,7.67
1247,HIGH,HIGH,HIGH,"Category 5,Category 7,Category 2",LOW,7.67
2162,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 2,Category 5",HIGH,7.67
3204,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 5",MEDIUM,7.67
5707,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 2",HIGH,7.67
614,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 7,Category 1,Category 8",MEDIUM,7.67
1623,HIGH,HIGH,HIGH,"Category 6,Category 2",MEDIUM,7.67
486,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 5",HIGH,7.67
4409,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",LOW,7.67
155,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 3,Category 5",LOW,7.67
332,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",LOW,7.67
746,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4",MEDIUM,7.67
4252,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 6",HIGH,7.67
581,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 2",HIGH,7.67
557,HIGH,HIGH,HIGH,"Category 1,Category 6",MEDIUM,7.66
79,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 5",MEDIUM,7.66
1406,HIGH,HIGH,HIGH,"Category 1,Category 6",LOW,7.66
4722,MEDIUM,MEDIUM,MEDIUM,"Category 7,Category 4,Category 5",LOW,7.66
5568,LOW,LOW,LOW,"Category 7,Category 4,Category 5",MEDIUM,7.66
276,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 2,Category 5",HIGH,7.66
1448,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 7",LOW,7.66
1245,HIGH,HIGH,HIGH,"Category 2,Category 6",MEDIUM,7.66
1941,MEDIUM,HIGH,HIGH,"Category 1,Category 6",HIGH,7.66
576,HIGH,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.66
5287,LOW,MEDIUM,MEDIUM,"Category 6,Category 4,Category 5",MEDIUM,7.66
1018,MEDIUM,HIGH,HIGH,"Category 8,Category 4,Category 5",MEDIUM,7.66
1254,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 3",MEDIUM,7.66
2556,MEDIUM,MEDIUM,MEDIUM,Category 5,LOW,7.66
2571,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 7,Category 2,Category 1,Category 6",MEDIUM,7.66
836,HIGH,HIGH,HIGH,"Category 1,Category 5",HIGH,7.66
6007,LOW,LOW,LOW,"Category 3,Category 4,Category 2,Category 6",LOW,7.66
1877,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.66
3361,MEDIUM,MEDIUM,HIGH,"Category 3,Category 7,Category 2",MEDIUM,7.66
667,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 2,Category 5",HIGH,7.66
812,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4",LOW,7.66
5058,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",HIGH,7.66
4632,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 6",LOW,7.66
594,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 5",MEDIUM,7.65
878,HIGH,HIGH,HIGH,"Category 1,Category 2,Category 5",HIGH,7.65
4459,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 1,Category 4,Category 2",LOW,7.65
1074,HIGH,HIGH,HIGH,"Category 6,Category 5",MEDIUM,7.65
5569,LOW,MEDIUM,MEDIUM,"Category 7,Category 4,Category 5",LOW,7.65
622,HIGH,HIGH,HIGH,"Category 8,Category 4,Category 2,Category 5",MEDIUM,7.65
314,HIGH,HIGH,HIGH,"Category 8,Category 4,Category 5",HIGH,7.65
4236,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 6",HIGH,7.65
1722,MEDIUM,MEDIUM,HIGH,"Category 8,Category 1,Category 2,Category 5",HIGH,7.66
4379,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 7,Category 2,Category 5,Category 8",MEDIUM,7.65
3773,MEDIUM,MEDIUM,MEDIUM,Category 4,MEDIUM,7.65
3053,MEDIUM,MEDIUM,MEDIUM,Category 8,HIGH,7.65
1356,MEDIUM,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.65
171,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 3,Category 5",MEDIUM,7.65
1793,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 7",MEDIUM,7.65
3464,MEDIUM,MEDIUM,HIGH,"Category 1,Category 2,Category 5",HIGH,7.65
71,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 4,Category 5",HIGH,7.65
277,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 2",HIGH,7.65
4578,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",HIGH,7.65
570,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 2",MEDIUM,7.65
1131,MEDIUM,HIGH,HIGH,"Category 8,Category 5",LOW,7.65
674,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 2,Category 5",MEDIUM,7.64
349,MEDIUM,HIGH,HIGH,"Category 8,Category 2",LOW,7.64
3634,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.64
4857,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 7",MEDIUM,7.64
4451,LOW,LOW,LOW,"Category 6,Category 3,Category 4,Category 2",MEDIUM,7.64
2782,MEDIUM,HIGH,HIGH,"Category 7,Category 6",MEDIUM,7.64
3013,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 2",HIGH,7.64
361,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 7",LOW,7.64
4253,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 2",LOW,7.64
3036,MEDIUM,MEDIUM,MEDIUM,"Category 9,Category 2,Category 5",HIGH,7.64
5485,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 2",LOW,7.64
508,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 5",HIGH,7.64
902,HIGH,HIGH,HIGH,"Category 8,Category 2,Category 5",LOW,7.64
1196,MEDIUM,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.64
6243,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 7,Category 2",MEDIUM,7.64
1328,MEDIUM,HIGH,HIGH,"Category 5,Category 2",MEDIUM,7.64
3342,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 6",LOW,7.64
193,MEDIUM,HIGH,HIGH,"Category 1,Category 5",LOW,7.64
2710,MEDIUM,MEDIUM,MEDIUM,"Category 7,Category 5",MEDIUM,7.63
421,HIGH,HIGH,HIGH,"Category 1,Category 4,Category 6",LOW,7.64
1818,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 4",HIGH,7.64
1108,MEDIUM,HIGH,HIGH,"Category 8,Category 5",HIGH,7.64
765,MEDIUM,HIGH,HIGH,"Category 7,Category 2",HIGH,7.63
2274,HIGH,HIGH,HIGH,"Category 1,Category 5",LOW,7.63
564,HIGH,HIGH,HIGH,"Category 8,Category 2",HIGH,7.63
169,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2",MEDIUM,7.63
4678,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 2",HIGH,7.63
3688,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 3,Category 2",MEDIUM,7.63
3097,LOW,LOW,LOW,"Category 1,Category 4,Category 2,Category 5",LOW,7.63
4718,LOW,MEDIUM,MEDIUM,Category 5,HIGH,7.63
2273,MEDIUM,HIGH,HIGH,"Category 3,Category 2,Category 5",HIGH,7.63
1364,MEDIUM,HIGH,HIGH,"Category 6,Category 1,Category 7",LOW,7.63
908,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 2,Category 5",MEDIUM,7.63
6612,LOW,LOW,LOW,"Category 1,Category 2,Category 5",MEDIUM,7.63
1038,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 5",HIGH,7.63
290,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 7",LOW,7.63
3795,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",LOW,7.63
5460,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 2,Category 5",HIGH,7.63
483,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 4,Category 5",LOW,7.63
353,MEDIUM,HIGH,HIGH,Category 5,LOW,7.63
3312,LOW,MEDIUM,MEDIUM,"Category 6,Category 1,Category 4,Category 2",MEDIUM,7.63
3687,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 2,Category 3,Category 5",LOW,7.63
410,HIGH,HIGH,HIGH,"Category 6,Category 1,Category 3,Category 2",HIGH,7.62
927,MEDIUM,MEDIUM,HIGH,"Category 1,Category 2,Category 5",MEDIUM,7.62
3711,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 2",HIGH,7.62
3430,MEDIUM,MEDIUM,MEDIUM,Category 5,HIGH,7.62
770,HIGH,HIGH,HIGH,"Category 6,Category 1,Category 4,Category 7",MEDIUM,7.62
245,MEDIUM,HIGH,HIGH,"Category 1,Category 2",LOW,7.62
1878,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 4,Category 5",MEDIUM,7.62
1313,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4",HIGH,7.62
3556,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 5",LOW,7.62
4386,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 7",MEDIUM,7.62
5291,LOW,LOW,LOW,"Category 8,Category 4,Category 5",HIGH,7.62
2245,MEDIUM,HIGH,HIGH,"Category 2,Category 5",HIGH,7.63
2218,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",LOW,7.62
1027,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.62
2010,MEDIUM,HIGH,HIGH,"Category 6,Category 7,Category 4,Category 2",MEDIUM,7.62
2476,MEDIUM,HIGH,HIGH,"Category 3,Category 4,Category 2,Category 1,Category 5,Category 6",LOW,7.62
522,MEDIUM,HIGH,HIGH,"Category 1,Category 4,Category 7",MEDIUM,7.62
706,MEDIUM,HIGH,HIGH,"Category 8,Category 7,Category 2",HIGH,7.62
2708,MEDIUM,HIGH,HIGH,"Category 4,Category 5",LOW,7.62
4693,LOW,MEDIUM,MEDIUM,"Category 3,Category 4,Category 1",HIGH,7.62
2227,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 6,Category 5",HIGH,7.62
44,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 6",HIGH,7.62
3800,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4,Category 5",MEDIUM,7.62
6210,LOW,LOW,LOW,"Category 1,Category 4,Category 7,Category 6",MEDIUM,7.62
364,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",MEDIUM,7.62
638,MEDIUM,HIGH,MEDIUM,"Category 8,Category 1,Category 2,Category 5",MEDIUM,7.61
863,MEDIUM,HIGH,HIGH,"Category 2,Category 5",LOW,7.61
2408,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 7",MEDIUM,7.61
1172,HIGH,HIGH,HIGH,"Category 4,Category 7,Category 2,Category 1,Category 6",MEDIUM,7.61
1398,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 6",LOW,7.61
3558,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 6",LOW,7.61
4296,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 5",HIGH,7.61
5192,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 4,Category 7,Category 2",HIGH,7.61
4249,LOW,MEDIUM,MEDIUM,"Category 8,Category 2,Category 5",MEDIUM,7.61
6650,LOW,MEDIUM,MEDIUM,"Category 8,Category 2",HIGH,7.61
2191,MEDIUM,HIGH,HIGH,"Category 8,Category 6,Category 4,Category 2",HIGH,7.61
5949,LOW,MEDIUM,MEDIUM,"Category 6,Category 7,Category 5",LOW,7.61
488,HIGH,HIGH,HIGH,"Category 6,Category 4,Category 2,Category 5",HIGH,7.61
1728,MEDIUM,HIGH,HIGH,"Category 6,Category 2",LOW,7.61
4410,LOW,MEDIUM,MEDIUM,"Category 8,Category 1,Category 2",HIGH,7.61
4291,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 2,Category 5",LOW,7.61
83,HIGH,HIGH,HIGH,"Category 1,Category 4,Category 5",HIGH,7.61
221,MEDIUM,MEDIUM,HIGH,"Category 8,Category 1,Category 4,Category 5",HIGH,7.61
2630,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",MEDIUM,7.61
351,HIGH,HIGH,HIGH,"Category 8,Category 2,Category 5",MEDIUM,7.61
2106,MEDIUM,MEDIUM,MEDIUM,Category 3,HIGH,7.61
312,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 7,Category 2",MEDIUM,7.61
6667,LOW,LOW,MEDIUM,"Category 6,Category 4,Category 5",HIGH,7.61
551,HIGH,HIGH,HIGH,"Category 2,Category 5",LOW,7.61
3304,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 4,Category 5",LOW,7.61
3072,MEDIUM,MEDIUM,MEDIUM,"Category 1,Category 2,Category 5",MEDIUM,7.6
60,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4",HIGH,7.6
426,HIGH,HIGH,HIGH,"Category 2,Category 5",LOW,7.6
935,MEDIUM,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.6
5030,LOW,LOW,MEDIUM,Category 4,MEDIUM,7.6
2179,MEDIUM,MEDIUM,HIGH,"Category 7,Category 4,Category 5",MEDIUM,7.6
7280,LOW,LOW,LOW,"Category 1,Category 4,Category 3,Category 5",MEDIUM,7.6
2806,MEDIUM,MEDIUM,MEDIUM,"Category 7,Category 6",MEDIUM,7.6
432,HIGH,HIGH,HIGH,Category 5,HIGH,7.6
2343,MEDIUM,MEDIUM,MEDIUM,Category 8,MEDIUM,7.6
2382,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 5",MEDIUM,7.6
4396,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 2,Category 5",MEDIUM,7.6
2203,MEDIUM,MEDIUM,MEDIUM,"Category 4,Category 2,Category 1,Category 5,Category 6",HIGH,7.6
1330,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 3,Category 2",HIGH,7.6
2830,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",HIGH,7.6
3275,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4,Category 5",LOW,7.6
1641,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 6",HIGH,7.6
1601,MEDIUM,HIGH,HIGH,"Category 4,Category 2,Category 7,Category 8,Category 6",HIGH,7.6
5054,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 2,Category 5",HIGH,7.6
1115,MEDIUM,MEDIUM,MEDIUM,"Category 3,Category 4,Category 2,Category 1,Category 5",MEDIUM,7.6
259,HIGH,HIGH,HIGH,"Category 6,Category 1,Category 7",MEDIUM,7.6
2989,MEDIUM,HIGH,HIGH,"Category 1,Category 6",LOW,7.6
2660,MEDIUM,MEDIUM,MEDIUM,"Category 2,Category 5",HIGH,7.6
1233,HIGH,HIGH,HIGH,"Category 4,Category 5",LOW,7.6
3666,MEDIUM,HIGH,HIGH,"Category 1,Category 2,Category 5",LOW,7.6
4947,LOW,MEDIUM,MEDIUM,Category 2,HIGH,7.6
1805,HIGH,HIGH,HIGH,"Category 3,Category 6,Category 5",HIGH,7.6
2120,HIGH,HIGH,HIGH,"Category 8,Category 1,Category 4",LOW,7.6
4743,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 2,Category 5",LOW,7.6
3639,MEDIUM,HIGH,MEDIUM,"Category 6,Category 1,Category 2,Category 5",LOW,7.6
469,HIGH,HIGH,HIGH,"Category 4,Category 2,Category 1,Category 5,Category 8",HIGH,7.6
5936,LOW,MEDIUM,MEDIUM,Category 7,LOW,7.59
903,MEDIUM,MEDIUM,HIGH,"Category 1,Category 4",MEDIUM,7.59
5025,LOW,MEDIUM,MEDIUM,"Category 1,Category 4,Category 7,Category 5",HIGH,7.59
1417,MEDIUM,HIGH,HIGH,"Category 1,Category 6",MEDIUM,7.59
1116,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 3,Category 4,Category 5",MEDIUM,7.59
2677,MEDIUM,MEDIUM,MEDIUM,Category 5,MEDIUM,7.59
2310,MEDIUM,HIGH,HIGH,"Category 8,Category 1,Category 2,Category 7",MEDIUM,7.59
704,MEDIUM,HIGH,MEDIUM,"Category 3,Category 2,Category 5",HIGH,7.59
1399,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 4,Category 5",MEDIUM,7.59
1747,MEDIUM,HIGH,HIGH,"Category 2,Category 1,Category 5,Category 10,Category 8,Category 6",MEDIUM,7.59
228,HIGH,HIGH,HIGH,"Category 2,Category 5",MEDIUM,7.59
3400,MEDIUM,MEDIUM,MEDIUM,"Category 6,Category 7,Category 2",HIGH,7.59
4268,MEDIUM,MEDIUM,HIGH,"Category 6,Category 7,Category 2",HIGH,7.59
333,MEDIUM,MEDIUM,MEDIUM,"Category 8,Category 1,Category 4",HIGH,7.59
