id,insta_follower,tiktok,youtube,price_normalized
INF1252,658435,395752,896156,0.625837322
INF1253,745609,363100,744511,0.900811543
INF1254,319487,960044,585581,0.859773783
INF1255,622715,546566,858256,0.665869553
INF1256,467674,6938,922328,0.296850587
INF1257,260808,565697,66719,0.685288739
INF1258,495315,986824,534111,0.984703234
INF1259,76958,62625,846554,0.184672872
INF1260,476846,49189,210652,0.526304051
INF1261,484702,366542,538588,0.930108154
INF1262,22746,15973,473734,0.961215039
INF1263,648716,131209,420765,0.507199095
INF1264,941403,809263,455989,0.121220234
INF1265,471025,152071,976347,0.165049413
INF1266,645181,789121,529815,0.657490608
INF1267,714100,317825,209151,0.138811529
INF1268,958556,837317,500281,0.047370491
INF1269,746567,84018,838247,0.006766969
INF1270,903228,465014,633646,0.719108231
INF1271,359707,300397,624226,0.21291494
INF1272,274104,706079,451847,0.850552376
INF1273,34479,690178,424778,0.050968493
INF1274,338643,979480,919121,0.911784236
INF1275,56874,227612,421879,0.083333404
INF1276,673812,508384,8445,0.031275606
INF1277,357306,239106,87483,0.597556186
INF1278,360862,230189,450043,0.310481741
INF1279,432907,954238,532536,0.486971292
INF1280,580718,205953,181580,0.223472423
INF1281,231361,123465,130327,0.101583828
INF1282,152309,970841,978250,0.787554666
INF1283,293091,434760,885328,0.634941763
INF1284,190132,761564,431686,0.739763407
INF1285,578466,406976,629647,0.493859064
INF1286,377172,510756,902977,0.105133073
INF1287,366165,65452,652925,0.606949583
INF1288,945711,307203,429200,0.28897283
INF1289,49481,154277,710956,0.547246491
INF1290,45943,954385,871273,0.800745216
INF1291,965013,761863,471424,0.72156599
INF1292,956637,354411,522915,0.446002776
INF1293,932698,605446,899204,0.278204608
INF1294,282824,12846,75770,0.970210664
INF1295,601478,571805,568653,0.134134876
INF1296,305784,567632,312595,0.759838046
INF1297,444856,449567,83572,0.967814865
INF1298,396896,116390,629751,0.9981283
INF1299,805471,69051,329231,0.774402076
INF1300,249673,361288,567556,0.222369265
INF1301,189436,278418,208497,0.762539232
INF1302,115048,888525,58198,0.263821226
INF1303,969981,562226,763922,0.877559384
INF1304,691078,114177,186663,0.188884526
INF1305,831793,154236,367308,0.972167706
INF1306,522719,869587,289411,0.859390728
INF1307,675107,58805,598096,0.785248461
INF1308,298372,732890,742216,0.740494796
INF1309,615845,620443,41746,0.120895121
INF1310,873790,615642,348754,0.396569502
INF1311,99923,157683,85507,0.397169668
INF1312,183981,787114,734186,0.90942187
INF1313,972248,833368,355569,0.527192114
INF1314,49343,427860,316243,0.050354256
INF1315,414724,737379,525153,0.639293549
INF1316,157765,424035,518534,0.149991852
INF1317,899283,504181,957579,0.689112091
INF1318,186508,75885,916930,0.089936214
INF1319,678163,968802,454631,0.581273607
INF1320,63727,906456,551573,0.931341454
INF1321,767238,233618,670602,0.033903053
INF1322,763218,106238,707420,0.28123762
INF1323,603786,391359,777194,0.383511081
INF1324,898124,657840,547864,0.352258017
INF1325,248586,425546,426327,0.654268622
INF1326,68504,569406,487368,0.710400855
INF1327,804663,157239,811600,0.083423317
INF1328,57880,269186,761628,0.234238671
INF1329,662047,367031,159352,0.498350311
INF1330,858789,229018,389418,0.773866462
INF1331,545059,238873,13936,0.340819788
INF1332,148143,187420,743405,0.235767623
INF1333,574407,246259,165397,0.10647888
INF1334,886656,601425,756806,0.308215046
INF1335,732546,300845,372696,0.653890436
INF1336,690882,382976,534464,0.14897524
INF1337,646011,881545,186390,0.39496943
INF1338,633725,569939,776745,0.091736987
INF1339,976444,219952,946697,0.230163373
INF1340,86626,549274,477440,0.689256113
INF1341,869877,666615,908930,0.175711598
INF1342,703473,537197,611677,0.239733361
INF1343,751188,735621,651878,0.650889945
INF1344,96773,127008,514721,0.76908754
INF1345,60638,723451,860647,0.070032552
INF1346,89268,601291,671646,0.336840166
INF1347,339967,527583,519471,0.702667139
INF1348,438289,707469,88314,0.45920405
INF1349,73877,682210,645057,0.226287088
INF1350,503346,562736,519273,0.502207277
INF1351,82887,40476,928769,0.266708671
INF1352,800256,227565,526221,0.583447533
INF1353,678838,470077,373739,0.782855856
INF1354,18108,53845,810196,0.967152253
INF1355,579001,821939,850466,0.954027537
INF1356,70351,576788,152803,0.168026498
INF1357,48168,459390,650998,0.331708989
INF1358,115886,545675,662362,0.159948846
INF1359,936615,735829,21463,0.25389493
INF1360,387213,305020,86196,0.771582345
INF1361,827012,947953,908663,0.732419446
INF1362,483158,538505,753157,0.738698149
INF1363,835679,275334,133072,0.323290981
INF1364,159534,293968,208490,0.059374233
INF1365,548637,389204,997269,0.502486395
INF1366,776248,679668,540138,0.49077038
INF1367,199362,544035,539683,0.18666553
INF1368,990850,385857,550244,0.853058648
INF1369,442783,972732,922581,0.667056024
INF1370,799642,265550,949000,0.5260937
INF1371,497555,848395,632312,0.038177845
INF1372,156119,283173,851827,0.28695311
INF1373,231948,276610,309267,0.389603265
INF1374,631318,52720,39407,0.731605898
INF1375,298613,624680,90763,0.542686004
INF1376,60573,98377,986139,0.632338507
INF1377,358133,284130,668522,0.924864882
INF1378,401867,42396,137475,0.025473318
INF1379,423511,510974,445762,0.517108394
INF1380,928692,438842,438482,0.813267658
INF1381,59848,878711,879504,0.436290828
INF1382,625675,488831,236895,0.552221401
INF1383,302437,690745,972016,0.140381017
INF1384,825772,971729,43635,0.63051239
INF1385,262692,54144,261712,0.002506959
INF1386,225084,135722,423128,0.593709075
INF1387,391922,222318,686977,0.888086364
INF1388,838234,982051,769648,0.234695268
INF1389,732398,294775,552738,0.700759597
INF1390,602190,353341,450559,0.635919459
INF1391,284736,960660,411975,0.716930499
INF1392,439620,574889,400431,0.445316054
INF1393,50969,567828,721330,3.77952E-05
INF1394,497811,700887,725138,0.727827496
INF1395,27104,926014,238432,0.634597013
INF1396,619186,823534,540923,0.099297274
INF1397,970384,867826,863289,0.822547101
INF1398,561181,113384,258811,0.996144789
INF1399,440149,274259,364032,0.682108247
INF1400,689062,349257,661392,0.730837279
INF1401,542281,904870,739442,0.539434025
INF1402,53031,802512,394890,0.938530526
INF1403,749065,928211,269989,0.528675139
INF1404,326128,471506,399431,0.533772965
INF1405,728204,674539,396789,0.855137497
INF1406,358995,857824,515536,0.90789698
INF1407,586138,865667,408989,0.333118975
INF1408,750100,433483,673211,0.738318854
INF1409,807137,719264,105886,0.004470259
INF1410,523638,263120,181658,0.021726487
INF1411,564548,292656,131905,0.261300203
INF1412,737718,835410,875799,0.245962951
INF1413,719454,701242,365638,0.937509424
INF1414,339918,138071,625778,0.582856495
INF1415,958764,655101,320035,0.065590179
INF1416,440544,844185,649625,0.60946394
INF1417,538860,479321,50868,0.199602095
INF1418,112527,857728,923786,0.981977792
INF1419,658420,211048,344416,0.430274168
INF1420,942530,481756,602650,0.219308253
INF1421,842512,288753,832432,0.027268509
INF1422,664295,696168,552024,0.96713052
INF1423,477677,982650,248671,0.365875009
INF1424,839349,737181,647338,0.863650153
INF1425,222201,763290,976038,0.775511848
INF1426,720727,633272,591771,0.111771303
INF1427,165395,496216,766876,0.795738408
INF1428,16430,123173,488238,0.665670922
INF1429,342376,489856,128626,0.168020265
INF1430,332762,87535,333930,0.290524366
INF1431,856829,187993,683092,0.619822512
INF1432,346687,670900,209784,0.77045866
INF1433,67704,458857,285802,0.018973088
INF1434,673947,280773,518629,0.980517655
INF1435,571109,586656,206508,0.963486177
INF1436,990137,462821,838881,0.052923022
INF1437,802011,372144,304703,0.013640305
INF1438,143474,170772,113422,0.246245336
INF1439,286420,461129,595541,0.023171276
INF1440,443906,94584,236883,0.548924324
INF1441,921615,935792,251665,0.854690255
INF1442,316952,897119,29936,0.337185848
INF1443,604579,735931,987753,0.90622671
INF1444,614594,681301,584813,0.273709657
INF1445,357487,432023,781107,0.582097555
INF1446,124209,985893,918031,0.929944695
INF1447,500618,858078,412160,0.128722937
INF1448,801483,460943,423909,0.584913376
INF1449,650059,601998,235325,0.156769672
INF1450,186138,610352,766939,0.180479511
INF1451,581041,309453,340234,0.982957203
INF1452,472814,122213,45117,0.271792846
INF1453,648166,642633,466205,0.461486987
INF1454,158269,563399,728364,0.917004533
INF1455,498527,420617,751841,0.815451821
INF1456,484156,707890,801636,0.108034866
INF1457,661297,358237,633325,0.717478085
INF1458,603710,779375,413112,0.500460593
INF1459,543203,320162,512385,0.366598878
INF1460,535815,5488,948363,0.692381967
INF1461,454194,827443,968565,0.940928146
INF1462,820029,543575,524618,0.106975198
INF1463,234965,728032,81601,0.714706563
INF1464,339338,987014,222884,0.019491814
INF1465,626788,875796,339002,0.470945177
INF1466,829840,855934,603586,0.445527389
INF1467,701907,651610,46700,0.040053657
INF1468,253305,254646,662597,0.372857352
INF1469,22589,344300,791775,0.788985535
INF1470,689058,802395,395992,0.214070141
INF1471,994530,445922,660997,0.378660667
INF1472,907976,885405,825617,0.812278783
INF1473,546849,758355,642517,0.819466008
INF1474,142214,89796,261785,0.918652636
INF1475,974237,593985,613685,0.770837301
INF1476,646748,717116,745327,0.740293287
INF1477,492162,289692,529114,0.652267358
INF1478,604686,393434,905924,0.032623969
INF1479,367489,582064,525086,0.726167544
INF1480,405985,548505,859720,0.775131779
INF1481,671665,914333,850715,0.160059903
INF1482,473349,602996,636720,0.856788114
INF1483,650067,611574,306469,0.724445546
INF1484,125452,369756,373141,0.43218648
INF1485,8554,725984,480304,0.296858628
INF1486,671911,452178,255014,0.856420232
INF1487,911006,564348,300466,0.551176644
INF1488,561405,412589,345614,0.921636921
INF1489,993417,794962,41597,0.958942016
INF1490,525056,632049,755279,0.697342099
INF1491,463093,521177,323135,0.626609457
INF1492,899330,302726,239594,0.706796326
INF1493,321652,623400,249634,0.165245033
INF1494,978535,974114,940552,0.680794967
INF1495,36208,364811,113887,0.128867059
INF1496,453409,484551,457840,0.335903919
INF1497,282300,290370,693155,0.971563521
INF1498,412473,850021,100947,0.78563572
INF1499,627325,466010,420761,0.634596031
INF1500,282945,587837,927018,0.459503339
INF1501,58643,489522,173699,0.971383742
INF1502,300419,558997,20511,0.066422533
INF1503,622636,238778,945977,0.204654377
INF1504,580325,355608,683737,0.876210886
INF1505,864189,408928,215339,0.455877143
INF1506,283026,117341,679316,0.727244592
INF1507,601099,362585,606190,0.327710583
INF1508,198531,310523,922874,0.91159182
INF1509,914987,936056,692048,0.306577559
INF1510,268766,494689,86926,0.793689601
INF1511,438549,853121,131566,0.901227554
INF1512,788784,388585,48394,0.428026539
INF1513,686716,98131,486942,0.476483861
INF1514,508731,87261,879786,0.939132045
INF1515,613591,719108,881555,0.477157076
INF1516,706572,333594,696313,0.28786312
INF1517,466546,641639,6974,0.478808345
INF1518,810279,858949,614522,0.686564063
INF1519,366656,850660,837162,0.328771671
INF1520,845162,783403,977975,0.147816032
INF1521,285539,758281,12124,0.64731726
INF1522,343210,492826,683855,0.903479985
INF1523,257860,4889,75564,0.505412446
INF1524,413621,641878,575569,0.049485679
INF1525,335172,406465,587740,0.058186381
INF1526,808135,470571,315501,0.234864544
INF1527,967737,102723,815050,0.9335331
INF1528,727433,454419,678580,0.389036789
INF1529,719552,369228,292395,0.910521786
INF1530,151830,59277,171377,0.878123817
INF1531,659444,931299,20568,0.795271566
INF1532,959993,301918,335822,0.498488227
INF1533,920988,323465,463490,0.851171482
INF1534,252638,818267,544380,0.89383721
INF1535,987702,218868,682578,0.869883057
INF1536,952596,890272,972784,0.251730605
INF1537,664807,235451,490777,0.199181076
INF1538,620341,306762,417187,0.067497595
INF1539,46507,405764,668419,0.2587186
INF1540,90945,351859,688186,0.820302246
INF1541,975644,247844,278114,0.276222565
INF1542,399440,400672,45741,0.1899459
INF1543,706590,107798,512098,0.931036127
INF1544,515796,495836,56979,0.947118027
INF1545,109920,791727,529937,0.081552507
INF1546,564407,793233,183473,0.507995694
INF1547,684575,917352,871142,0.825781509
INF1548,892032,225660,137452,0.880759875
INF1549,619809,51703,557337,0.363531515
INF1550,694228,23872,470832,0.011781873
INF1551,329035,568470,578119,0.823579602
INF1552,226294,24976,607680,0.418601479
INF1553,416718,12662,147046,0.734464605
INF1554,191426,492448,986303,0.171657286
INF1555,567846,685416,877432,0.763525607
INF1556,278223,476774,845236,0.343953928
INF1557,681167,383552,739292,0.851497801
INF1558,435776,11843,505861,0.714999507
INF1559,796694,267429,445158,0.820970339
INF1560,550422,121697,189915,0.910583453
INF1561,718897,250357,601139,0.84353302
INF1562,979028,330953,495678,0.042079713
INF1563,280127,827864,852999,0.985342522
INF1564,751477,911440,532149,0.927365664
INF1565,442177,917433,812850,0.102600184
INF1566,450233,414190,527910,0.920184002
INF1567,708175,567372,788819,0.081154947
INF1568,252656,124355,885856,0.426505723
INF1569,840452,689455,41719,0.277851763
INF1570,555630,164919,293519,0.166467197
INF1571,907382,326521,937760,0.760690809
INF1572,50360,422724,489671,0.860667079
INF1573,119869,297467,680957,0.811321494
INF1574,298552,604575,113338,0.13255762
INF1575,212969,68951,639616,0.163469913
INF1576,382968,564568,610822,0.267516079
INF1577,248655,665857,688411,0.636815799
INF1578,141461,658763,478964,0.937721016
INF1579,8921,612142,633912,0.485444581
INF1580,216401,85455,261326,0.864603615
INF1581,704942,240553,583271,0.726782923
INF1582,731949,888235,852574,0.562430352
INF1583,86904,812861,916046,0.529977683
INF1584,479571,89454,544803,0.093168745
INF1585,733338,500356,404379,0.016731123
INF1586,525429,856406,671377,0.110477463
INF1587,871252,8554,547893,0.423006131
INF1588,162775,365183,597828,0.216363906
INF1589,12416,573004,185331,0.862744165
INF1590,443273,21960,282185,0.775301722
INF1591,381634,530183,462436,0.066394997
INF1592,997221,692858,608631,0.19556476
INF1593,833239,691464,259329,0.594868806
INF1594,650219,413078,318450,0.304999743
INF1595,717583,356475,794245,0.576339073
INF1596,819998,475319,683824,0.717842299
INF1597,977134,113875,166552,0.91762531
INF1598,315195,726955,842118,0.050519407
INF1599,301680,358041,936083,0.907769864
INF1600,324197,530179,978961,0.928338487
INF1601,159203,560689,166806,0.878619057
INF1602,179034,764564,429801,0.002830249
INF1603,487035,578503,578400,0.101078156
INF1604,390241,197581,782885,0.633200997
INF1605,668332,638767,428297,0.877207178
INF1606,727087,663930,246991,0.577401619
INF1607,215549,914559,285185,0.10406326
INF1608,896127,652475,993173,0.481896656
INF1609,140975,680543,745606,0.717401685
INF1610,694350,755762,141443,0.288109182
INF1611,362540,999798,736397,0.919871974
INF1612,318930,745900,780373,0.912137413
INF1613,458600,450842,248293,0.022665956
INF1614,639497,372855,625345,0.86772869
INF1615,980424,712148,624107,0.910791855
INF1616,319755,452451,988372,0.446316007
INF1617,921361,716522,920017,0.424989106
INF1618,428072,427467,689528,0.838466061
INF1619,255458,655977,302559,0.448114683
INF1620,13246,506911,292839,0.265263764
INF1621,343449,190848,976662,0.81659861
INF1622,452100,168744,325725,0.013510876
INF1623,988962,181140,785461,0.739887985
INF1624,440848,687996,915591,0.853305887
INF1625,346532,499354,942698,0.609898273
INF1626,579512,17257,736751,0.919390173
INF1627,799935,944736,337130,0.59122342
INF1628,418197,663190,285579,0.908004339
INF1629,416780,938899,165824,0.389695415
INF1630,920030,65866,265503,0.668938148
INF1631,559708,880770,849553,0.055933331
INF1632,807332,329892,775360,0.638642156
INF1633,254225,440755,852937,0.561507571
INF1634,690536,403369,111799,0.385986328
INF1635,658994,342703,606892,0.423617142
INF1636,953867,98351,413000,0.039417346
INF1637,884513,805770,139554,0.600715388
INF1638,622456,119765,175311,0.885418344
INF1639,633636,679534,384691,0.752922144
INF1640,995825,621354,201778,0.716478359
INF1641,610611,642969,568055,0.289555262
INF1642,636307,513475,387256,0.946021934
INF1643,137408,18059,856792,0.209553464
INF1644,462518,68178,489425,0.372347197
INF1645,215628,444502,471431,0.892421562
INF1646,702332,817500,180994,0.178610041
INF1647,916338,875945,268868,0.796710687
INF1648,662706,106018,747220,0.106940697
INF1649,143589,293357,86732,0.564675295
INF1650,147000,417223,930319,0.188172164
INF1651,429342,578419,731569,0.675979607
INF1652,115157,526897,802993,0.281313672
INF1653,242916,274051,863976,0.41613171
INF1654,945176,407473,505962,0.456356109
INF1655,862374,643680,284348,0.168308903
INF1656,373852,486043,724827,0.808412944
INF1657,457287,180312,524015,0.557627195
INF1658,968875,146452,265756,0.129368786
INF1659,29786,322511,623425,0.697553939
INF1660,500228,126750,218278,0.384544049
INF1661,382666,343765,332718,0.14754114
INF1662,397785,253254,293838,0.686424759
INF1663,175308,250158,861662,0.39317056
INF1664,540188,592947,602922,0.355917485
INF1665,901521,459732,970765,0.924875843
INF1666,90106,471972,887473,0.28515944
INF1667,47812,633150,990725,0.80399388
INF1668,306055,206015,226282,0.626554748
INF1669,243581,72442,760477,0.966473726
INF1670,40777,660772,784285,0.432963498
INF1671,725928,882549,666531,0.191638306
INF1672,19187,822832,342485,0.256998897
INF1673,602980,990362,363330,0.438177734
INF1674,553762,162776,964073,0.51698343
INF1675,528646,494033,929772,0.169906918
INF1676,273692,381590,441430,0.177688307
INF1677,264186,324752,228108,0.923217419
INF1678,297852,753291,395911,0.640573163
INF1679,88172,120228,896237,0.0356996
INF1680,175474,796626,197834,0.746516093
INF1681,409915,849231,850191,0.505829786
INF1682,893307,438611,456827,0.160270075
INF1683,20588,209875,18650,0.997260835
INF1684,409803,503310,178214,0.717012322
INF1685,226977,576770,620988,0.164100423
INF1686,357644,281538,395144,0.29490752
INF1687,9301,269717,508949,0.64721015
INF1688,522652,146999,813645,0.551749487
INF1689,739076,859476,427344,0.183237045
INF1690,171047,683768,613421,0.187266338
INF1691,911787,794382,729166,0.450649096
INF1692,610233,72111,73134,0.914986444
INF1693,726594,107400,475495,0.238964378
INF1694,557091,509383,238949,0.8387051
INF1695,591782,215079,722525,0.722740605
INF1696,205513,630572,692462,0.609229424
INF1697,526682,263805,711209,0.52045536
INF1698,72877,615000,949877,0.408499534
INF1699,402888,679597,983885,0.555508126
INF1700,153885,417206,954563,0.182303608
INF1701,966279,449447,54775,0.763190771
INF1702,360170,568458,772304,0.472159474
INF1703,17447,449842,516302,0.420203269
INF1704,906765,45083,311831,0.924691843
INF1705,742183,837869,190799,0.344365559
INF1706,701743,441445,74048,0.966781499
INF1707,18576,613131,548312,0.719442479
INF1708,739577,236393,400176,0.001311974
INF1709,449881,607099,76021,0.65693684
INF1710,650927,864116,842309,0.716534023
INF1711,969427,409409,974400,0.392414764
INF1712,39399,552130,507199,0.017567875
INF1713,236573,114802,321941,0.823135199
INF1714,905198,763459,977067,0.627660736
INF1715,78012,966784,377191,0.786814007
INF1716,59478,252649,618606,0.406423486
INF1717,433672,699607,660559,0.434237183
INF1718,384664,464106,31820,0.869927748
INF1719,256349,340021,702037,0.402750928
INF1720,186885,471147,913718,0.641413156
INF1721,830032,461220,283296,0.410623989
INF1722,277450,222234,752139,0.620228254
INF1723,573200,829076,178967,0.786751572
INF1724,999812,121141,704941,0.429915696
INF1725,255253,59894,355006,0.264627231
INF1726,798193,550365,544506,0.234098035
INF1727,144368,269246,651389,0.808050333
INF1728,246267,611244,525097,0.721683524
INF1729,944651,237897,286956,0.018389584
INF1730,225292,117112,725080,0.032183999
INF1731,273282,535218,707426,0.784737446
INF1732,56420,849814,352709,0.579532713
INF1733,837793,965891,300747,0.779945125
INF1734,749029,367312,526209,0.241246995
INF1735,471493,844044,90502,0.443922501
INF1736,710372,680557,684648,0.702263036
INF1737,165013,259436,717380,0.512949494
INF1738,740291,556460,521979,0.01306949
INF1739,65792,573012,606500,0.497926487
INF1740,473866,349656,522013,0.664292017
INF1741,28889,547343,950015,0.848968039
INF1742,866436,237036,240509,0.859677188
INF1743,587758,95395,557771,0.697617289
INF1744,994212,405745,116648,0.742150688
INF1745,506397,252164,557431,0.885955678
INF1746,724646,845016,604386,0.289573414
INF1747,858872,12223,791301,0.584354552
INF1748,249694,855839,756422,0.534902628
INF1749,538307,471865,887829,0.792539038
INF1750,582193,564776,933377,0.907223491
INF1751,573739,357533,33499,0.803611407
INF1752,823760,323279,739183,0.453712156
INF1753,379358,98535,801283,0.694938099
INF1754,7097,127594,203399,0.746816092
INF1755,561467,841919,713346,0.766192436
INF1756,14496,397819,62283,0.555201809
INF1757,691847,519005,596063,0.761841153
INF1758,245987,947068,374804,0.151366872
INF1759,402944,974777,645068,0.647068557
INF1760,26220,441158,420588,0.123902643
INF1761,396467,985297,874963,0.622273142
INF1762,438273,534033,741066,0.079519321
INF1763,883529,945295,987033,0.197201177
INF1764,351428,505573,545099,0.871015827
INF1765,219637,168085,300903,0.252474493
INF1766,859318,755962,270315,0.324936682
INF1767,942572,485985,683211,0.610329338
INF1768,273945,198695,882654,0.609867196
INF1769,575959,825691,238292,0.250033583
INF1770,715870,379276,176467,0.766967597
INF1771,87226,522523,211354,0.734545578
INF1772,199798,836101,298574,0.792851271
INF1773,758097,702578,217965,0.976992971
INF1774,186801,829702,148226,0.43630757
INF1775,976179,353656,719926,0.247587198
INF1776,631123,413019,438709,0.350324699
INF1777,618074,486958,659004,0.398376008
INF1778,755060,81489,814887,0.875667187
INF1779,857186,209104,961882,0.025121743
INF1780,268407,457330,139031,0.858823382
INF1781,913826,582800,802342,0.568556611
INF1782,188769,173244,385569,0.002997149
INF1783,616750,561682,83532,0.822906666
INF1784,913400,181922,267741,0.184141884
INF1785,238830,751402,914773,0.625122243
INF1786,792504,882090,579455,0.443609155
INF1787,954776,262265,337026,0.566554982
INF1788,693226,875575,222775,0.394227172
INF1789,926719,991667,859826,0.838355993
INF1790,132055,745023,432551,0.087570931
INF1791,811707,562762,35387,0.996740058
INF1792,227553,885708,386691,0.917503403
INF1793,779025,68283,827960,0.734190738
INF1794,581374,604586,741654,0.450042606
INF1795,306459,476911,451589,0.153024488
INF1796,351106,165671,681093,0.634158114
INF1797,346535,859295,588603,0.559464722
INF1798,780851,787335,456455,0.264760606
INF1799,842345,381517,361786,0.196099134
INF1800,219383,795662,576058,0.83108448
INF1801,591207,414815,910815,0.390534313
INF1802,299774,898116,608076,0.624664617
INF1803,657214,741642,815639,0.366070837
INF1804,510129,679955,736502,0.725588266
INF1805,274216,761200,933661,0.999776578
INF1806,498523,234757,930857,0.898701905
INF1807,949248,912296,247551,0.453537556
INF1808,894930,897805,846952,0.568632131
INF1809,860393,945512,83904,0.189240609
INF1810,63934,820579,705828,0.600132596
INF1811,65048,402355,521693,0.020542723
INF1812,806238,273193,972903,0.175304202
INF1813,56195,473875,845178,0.676683241
INF1814,196303,151961,921063,0.359198335
INF1815,532162,707696,602830,0.750100844
INF1816,37190,957555,270756,0.098361405
INF1817,915296,194174,155539,0.776451279
INF1818,166596,669244,401975,0.16180603
INF1819,697627,825950,564265,0.725839002
INF1820,684812,973643,733267,0.560113055
INF1821,480986,120487,257176,0.056149025
INF1822,449703,313340,49650,0.05591723
INF1823,549870,746831,283626,0.147399713
INF1824,517452,955950,213504,0.688572813
INF1825,183827,949764,102957,0.869756298
INF1826,425949,375729,45400,0.598623151
INF1827,833013,865642,848747,0.972602523
INF1828,770806,555340,795507,0.565722921
INF1829,876291,148493,915681,0.168838869
INF1830,248577,281820,411008,0.419423805
INF1831,70567,37330,807556,0.243963345
INF1832,169396,369057,338150,0.088897108
INF1833,291646,224428,297033,0.275719673
INF1834,267540,935251,40495,0.409019313
INF1835,979561,78416,639682,0.405021738
INF1836,872099,443796,810166,0.670703685
INF1837,661923,609909,422673,0.365955778
INF1838,123718,629253,968759,0.207960264
INF1839,80257,14110,551377,0.741028494
INF1840,895109,959231,886839,0.358573915
INF1841,55506,764963,209284,0.252192687
INF1842,414519,657012,467042,0.865793076
INF1843,494950,890120,491417,0.188896586
INF1844,533694,888220,156569,0.041934848
INF1845,226781,464015,11081,0.687443976
INF1846,689858,193792,126962,0.768875468
INF1847,17692,90927,501776,0.152921147
INF1848,217130,71831,104347,0.033170177
INF1849,276184,131957,280924,0.813071034
INF1850,338624,183647,129706,0.193826183
INF1851,177398,156721,965167,0.635624729
INF1852,341419,398408,167079,0.45794623
INF1853,231164,859259,999100,0.565214052
INF1854,841988,458616,502987,0.133611897
INF1855,641358,833720,55954,0.947186418
INF1856,451707,524079,812814,0.571144799
INF1857,624737,271893,954750,0.823152023
INF1858,813306,596594,145512,0.36456396
INF1859,655057,659247,657485,0.492264396
INF1860,430750,757453,938086,0.326558131
INF1861,676674,664121,977074,0.834046269
INF1862,90869,497424,218939,0.075155924
INF1863,191033,597765,461507,0.649623445
INF1864,211357,673649,556905,0.271665806
INF1865,48871,80464,87603,0.980748132
INF1866,243359,89287,494698,0.761162219
INF1867,592610,610909,298190,0.557830295
INF1868,873412,246403,139389,0.113227037
INF1869,338982,653713,33242,0.272828514
INF1870,808649,45058,97541,0.506857762
INF1871,935433,603664,866125,0.699381284
INF1872,921914,215679,743568,0.105086137
INF1873,423180,436394,170203,0.035713208
INF1874,586471,915079,121339,0.218206601
INF1875,975088,179947,4725,0.535978524
INF1876,895398,794018,486604,0.746503054
INF1877,395727,139860,681589,0.148784702
INF1878,428435,612677,621352,0.851527263
INF1879,618444,808162,84634,0.089271985
INF1880,532177,733810,729493,0.14748441
INF1881,468009,637986,178082,0.840537415
INF1882,87070,717746,463138,0.189911448
INF1883,65913,536690,932996,0.284236939
INF1884,105035,233752,918219,0.817005527
INF1885,394801,957456,344061,0.487350407
INF1886,742762,791843,611216,0.259711807
INF1887,337489,50832,507881,0.076457312
INF1888,627312,199903,826443,0.560676796
INF1889,78733,283708,910415,0.082167432
INF1890,91868,369514,586758,0.05070341
INF1891,737199,66360,901685,0.869937297
INF1892,178759,859126,551973,0.636322884
INF1893,853298,104832,388449,0.04035161
INF1894,938807,68935,864834,0.806062697
INF1895,876513,262633,866979,0.498665242
INF1896,618143,786087,595578,0.309106484
INF1897,596188,967055,134495,0.792207788
INF1898,677481,930456,242101,0.782096929
INF1899,327307,606136,708069,0.093005065
INF1900,721206,977599,920172,0.472243099
INF1901,134377,392931,196157,0.175142813
INF1902,21263,820266,309348,0.042695973
INF1903,601113,827349,671449,0.4810924
INF1904,735475,797753,962925,0.055016701
INF1905,742044,412955,914637,0.983160013
INF1906,905521,440168,505922,0.549767288
INF1907,161686,957981,254347,0.385763698
INF1908,197298,156108,200591,0.526720952
INF1909,390332,979020,759159,0.157361142
INF1910,658760,399291,358826,0.538454372
INF1911,304340,311940,544742,0.569148921
INF1912,947592,549168,13123,0.923313774
INF1913,143870,816003,977240,0.008355497
INF1914,845559,505621,898157,0.924727696
INF1915,410007,993764,704499,0.249909009
INF1916,134941,296403,300605,0.472988349
INF1917,757099,625744,722389,0.549952149
INF1918,762703,336317,548540,0.282976187
INF1919,720675,122814,857687,0.572201727
INF1920,100057,460317,455600,0.077526276
INF1921,711666,601757,932823,0.493238454
INF1922,763339,30066,71375,0.752516678
INF1923,981609,78183,256689,0.640810478
INF1924,89973,863315,93186,0.618213995
INF1925,58494,959254,904840,0.701123941
INF1926,192456,160082,638931,0.084477561
INF1927,586695,910031,313354,0.653472639
INF1928,821989,778632,194300,0.298266697
INF1929,360617,833400,700755,0.935655375
INF1930,92631,488888,450727,0.924301917
INF1931,526268,676009,249232,0.959295262
INF1932,994026,782103,144407,0.008118545
INF1933,651440,237198,713627,0.543885928
INF1934,429729,371607,727142,0.340154586
INF1935,387950,718451,369872,0.451247571
INF1936,95897,626251,429127,0.005601819
INF1937,715854,962997,543475,0.322806858
INF1938,54129,595302,518793,0.553806854
INF1939,796312,371150,719132,0.561071506
INF1940,890908,846029,697100,0.039951715
INF1941,312435,258326,990302,0.179827979
INF1942,214067,505707,117027,0.808110958
INF1943,248570,149869,720700,0.266552844
INF1944,417292,298428,230220,0.416737925
INF1945,883959,707639,457948,0.362518439
INF1946,89767,279780,520710,0.313966324
INF1947,967093,594092,637216,0.943946981
INF1948,184186,724283,820293,0.400237309
INF1949,150549,490479,189647,0.969796908
